id,industry,role_type,keywords,weight,created_at
53d0eb21-5b62-42f4-b836-f6aac47e5865,Technology,Network Administrator,"[""Cisco"",""Routing"",""Switching"",""Firewall"",""VPN"",""VLAN"",""DNS"",""DHCP"",""Active Directory"",""Monitoring"",""Troubleshooting"",""Cabling"",""Wireless"",""Security"",""Documentation""]",critical,2026-02-18 14:03:12.64537+00
53fee3b7-962f-4227-8f16-d9f7a43d090f,Defense/Aerospace,Intelligence Officer,"[""DCGS"",""Palantir"",""ArcGIS"",""Analyst Notebook"",""Intelligence Databases""]",medium,2026-02-16 22:56:43.218561+00
5441c489-53a0-4f84-ae02-b8fcea7c6e18,Consulting,IT Consultant,"[""RFP Development"",""Vendor Selection"",""Contract Negotiation"",""Project Management""]",low,2026-02-16 22:56:43.218561+00
54c32cad-6f9f-4579-9afc-9b5286c163b9,Energy/Utilities,Environmental Specialist,"[""Sustainability"",""ESG Reporting"",""Stakeholder Engagement"",""Public Comment""]",low,2026-02-16 22:56:43.218561+00
55630889-80f9-485e-bdc3-4b12faf2f73f,Non-Profit,Community Outreach Coordinator,"[""Needs Assessment"",""Resource Mapping"",""Referral Networks"",""Advocacy"",""Volunteer Coordination""]",high,2026-02-16 22:56:51.40283+00
55e00d7d-73e5-4b1a-8770-da2698ef2ac9,Government,IT Specialist,"[""NIST"",""RMF"",""ATO"",""STIG"",""Vulnerability Management"",""System Administration"",""Help Desk"",""Network Security"",""Cloud Computing"",""Active Directory"",""Linux"",""Windows Server"",""Patching"",""Monitoring"",""Documentation""]",critical,2026-02-18 14:03:12.64537+00
566362e3-69ab-4ed5-b8fb-9d64102ee4d9,Technology,Data Scientist,"[""Spark"",""Hadoop"",""Data Visualization"",""Tableau"",""Power BI"",""ETL"",""Data Warehousing""]",medium,2026-02-16 22:56:43.218561+00
56ade093-d7ca-4e49-b986-eb8e71307951,Manufacturing,Quality Engineer,"[""ISO 9001"",""Six Sigma"",""SPC"",""FMEA"",""Root Cause Analysis"",""CAPA"",""Auditing"",""GMP""]",critical,2026-02-16 22:56:43.218561+00
56bce84b-c03f-4037-83f4-15fb8c2328ec,Manufacturing,Lean Manufacturing Specialist,"[""Six Sigma Green Belt"",""Six Sigma Black Belt"",""DMAIC"",""A3 Problem Solving"",""Gemba Walks""]",high,2026-02-16 22:56:43.218561+00
56f8c353-fd4b-4ae8-a7c0-2f931671f5ef,Technology,Information Security Manager,"[""Security Operations"",""Incident Response"",""Vulnerability Management"",""Penetration Testing"",""Security Architecture""]",high,2026-02-16 22:56:51.40283+00
57b1d2fd-992a-4e63-b9d8-1e8df3229734,Non-Profit,Case Manager,"[""Case Management"",""Client Assessment"",""Service Planning"",""Crisis Intervention"",""Resource Coordination"",""Documentation""]",critical,2026-02-16 22:56:51.40283+00
57dd4575-e5b2-4fc1-8de9-ecd8421d33af,Healthcare,Registered Nurse,"[""Patient Education"",""Discharge Planning"",""Interdisciplinary Collaboration"",""Quality Improvement"",""Fall Prevention""]",medium,2026-02-16 22:56:43.218561+00
5843ec31-b840-4d33-bb5b-35d6f2b8a306,Technology,QA Engineer,"[""TestRail"",""Postman"",""JMeter"",""LoadRunner"",""Test Plans"",""Test Cases"",""Defect Management""]",high,2026-02-16 22:56:43.218561+00
58a1bd0e-7947-485c-b49a-8b701fe2d551,Defense/Aerospace,Test Engineer,"[""MIL-STD-810"",""DO-160"",""Qualification Testing"",""Acceptance Testing"",""Regression Testing""]",medium,2026-02-16 22:56:43.218561+00
5975d9c4-a1f5-4be9-8610-0c783b73afb1,Finance,Financial Analyst,"[""Financial Modeling"",""Excel"",""Forecasting"",""Budgeting"",""Variance Analysis"",""P&L"",""Cash Flow"",""PowerPoint"",""Data Analysis"",""SAP"",""Oracle"",""Business Intelligence"",""Valuation"",""KPIs"",""Reporting""]",critical,2026-02-18 14:03:12.64537+00
5990a2b7-17c4-4c9f-b22a-47bf7dcb654e,Healthcare,Healthcare Administrator,"[""Strategic Planning"",""Revenue Cycle"",""Patient Satisfaction"",""Staffing"",""Credentialing"",""Accreditation""]",high,2026-02-16 22:56:43.218561+00
59a8fe4b-5e8b-4180-8d00-f200e938dd01,Technology,Information Security Manager,"[""GRC"",""SOC 2"",""PCI DSS"",""HIPAA Security"",""Security Awareness Training""]",medium,2026-02-16 22:56:51.40283+00
59ef5ca2-e5e4-45e7-ab5b-d5a62279941a,Finance/Banking,Investment Banker,"[""Cross-Border Transactions"",""Regulatory Approval"",""Integration Planning"",""Fairness Opinion""]",low,2026-02-16 22:56:43.218561+00
5b5387d5-09e6-479e-9c14-49a2d1717896,Telecommunications,RF Engineer,"[""RF Design"",""5G"",""LTE"",""4G"",""Antenna Design"",""Propagation"",""Drive Testing"",""Optimization""]",critical,2026-02-16 22:56:51.40283+00
5b5b9396-53d5-4718-9281-a29fb091e740,Energy/Utilities,Renewable Energy Specialist,"[""Project Development"",""Permitting"",""Environmental Review"",""Community Engagement""]",medium,2026-02-16 22:56:43.218561+00
5bbbcd6d-6688-493c-9c61-004f15673fad,consulting,management_consultant,"[""Management Consulting"",""Strategy"",""Business Analysis"",""Change Management"",""Stakeholder Engagement"",""Process Optimization"",""Data-Driven Decision Making"",""Presentation"",""Client Management""]",critical,2026-02-15 17:46:34.592483+00
5ccabcff-91fe-4d03-a55f-2ce796a8a66c,Law Enforcement,Private Investigator,"[""Investigation"",""Surveillance"",""Background Check"",""Interview"",""Documentation"",""Report Writing"",""Evidence Collection"",""Database Research"",""Skip Tracing"",""Insurance Fraud"",""Workers Comp"",""Litigation Support"",""Photography"",""Testimony"",""Ethics""]",critical,2026-02-18 14:03:12.64537+00
5d0c43f2-1103-4449-8db4-e9bf366ab25d,Energy/Utilities,Pipeline Operator,"[""Pipeline Operations"",""PHMSA"",""DOT"",""Integrity Management"",""SCADA"",""Leak Detection""]",critical,2026-02-16 22:56:43.218561+00
5ecf378b-e667-4370-b6c6-72e0469491b7,Consulting,HR Consultant,"[""Training Design"",""Facilitation"",""Diversity and Inclusion"",""Culture Assessment""]",low,2026-02-16 22:56:43.218561+00
5ee2f464-f491-4f4b-a069-9a822f1bbccd,Technology,Data Engineer,"[""AWS"",""GCP"",""Azure"",""Docker"",""CI/CD"",""Data Quality"",""Data Governance""]",medium,2026-02-16 22:56:51.40283+00
6012b3c1-5848-4062-960e-bd00a284daa6,Government/Federal,Budget Analyst,"[""Congressional Justification"",""Briefings"",""Audit Support"",""Internal Controls""]",low,2026-02-16 22:56:43.218561+00
60a34a2e-900f-49b9-94f5-8c3e9b7ab3af,Hospitality,Restaurant Manager,"[""Restaurant Operations"",""P&L"",""Food Cost"",""Labor Cost"",""ServSafe"",""Staff Scheduling"",""Customer Service"",""Inventory"",""Menu Planning"",""Health Department"",""Training"",""Upselling"",""POS"",""Catering"",""Quality""]",critical,2026-02-18 14:03:12.64537+00
6106adfb-838b-4229-b077-e16c732d6f37,Logistics/Supply Chain,Transportation Manager,"[""LTL"",""FTL"",""Intermodal"",""Ocean Freight"",""Air Freight"",""Customs"",""Import/Export""]",high,2026-02-16 22:56:43.218561+00
612b9712-df3d-46ea-9ba5-8aa5f2e2f66d,Technology,Software Engineer,"[""Python"",""Java"",""JavaScript"",""TypeScript"",""React"",""Node.js"",""AWS"",""Docker"",""Kubernetes"",""CI/CD"",""Git"",""Agile"",""REST API"",""Microservices"",""SQL""]",critical,2026-02-16 22:56:43.218561+00
61aeb6c2-62fe-4325-99aa-8bd61ed0c6d0,Defense/Aerospace,Test Engineer,"[""Test Planning"",""Test Execution"",""Test Procedures"",""Data Analysis"",""Environmental Testing"",""EMI/EMC""]",critical,2026-02-16 22:56:43.218561+00
61cd3083-5c4f-4463-a81a-ea127147edb2,Marketing/Communications,Brand Manager,"[""Brand Strategy"",""Brand Guidelines"",""Brand Positioning"",""Market Research"",""Consumer Insights"",""Competitive Analysis""]",critical,2026-02-16 22:56:43.218561+00
62f46e02-ed43-40ef-a83d-316af6dfebdc,Energy/Utilities,Nuclear Engineer,"[""Nuclear Engineering"",""Reactor Operations"",""NRC"",""Radiation Protection"",""Nuclear Safety"",""Criticality Safety""]",critical,2026-02-16 22:56:43.218561+00
630261c8-9733-42b9-919a-9d7db9b49108,Telecommunications,Network Engineer,"[""Network Monitoring"",""Troubleshooting"",""Performance Optimization"",""Capacity Planning"",""SolarWinds""]",medium,2026-02-16 22:56:51.40283+00
6342b079-814a-4702-bbb8-df8f475a40fd,Government/Federal,Grants Management Specialist,"[""Financial Reporting"",""Monitoring"",""Closeout"",""Cost Principles"",""Allowable Costs""]",high,2026-02-16 22:56:51.40283+00
63433bef-3d44-4dba-883c-c3c3efbc0f87,Manufacturing,Supply Chain Manager,"[""SAP"",""Oracle"",""ERP"",""MRP"",""Kanban"",""Just-in-Time"",""Safety Stock""]",high,2026-02-16 22:56:43.218561+00
6374a14b-e930-439c-8c65-a708ef6b5de8,Defense/Aerospace,Mission Planning Specialist,"[""Cross-functional Coordination"",""Time-Critical Planning"",""Contingency Planning""]",low,2026-02-16 22:56:43.218561+00
6463e76a-4951-4f36-9e85-3b0d610dcc96,Logistics/Supply Chain,Supply Chain Analyst,"[""Supply Chain Analytics"",""Demand Forecasting"",""Inventory Optimization"",""S&OP"",""Data Analysis"",""Excel""]",critical,2026-02-16 22:56:43.218561+00
64bff6bd-40c4-4bca-9f86-3a9b79cedd5f,Healthcare,EMT/Paramedic,"[""ePCR"",""Radio Communication"",""Triage"",""Scene Safety"",""Hazmat Awareness""]",medium,2026-02-16 22:56:43.218561+00
64fc4a04-04ae-4b34-890e-45d9c2fc3806,Manufacturing,Supply Chain Manager,"[""Risk Mitigation"",""Global Sourcing"",""Sustainability"",""Compliance""]",low,2026-02-16 22:56:43.218561+00
650bd183-2ada-45a5-98a1-03c79418c093,Marketing/Communications,Digital Marketing Manager,"[""Google Ads"",""Facebook Ads"",""Programmatic"",""DMP"",""CDP"",""Retargeting""]",high,2026-02-16 22:56:51.40283+00
6574fb1e-6ece-435a-93b2-4ad0fa6bf394,Defense,Logistics Engineer,"[""Sustainment"",""Reliability"",""Maintainability"",""Supportability"",""ILS"",""PBL"",""Supply Chain"",""Depot"",""Spare Parts"",""Life Cycle Cost"",""Obsolescence"",""Technical Manuals"",""Provisioning"",""LORA"",""FMEA""]",critical,2026-02-18 14:03:12.64537+00
65c59af3-59e7-4b4b-8cf1-2c31889ae24d,Technology,DevOps Engineer,"[""Docker"",""Kubernetes"",""Terraform"",""Ansible"",""Jenkins"",""CI/CD"",""AWS"",""Azure"",""GCP"",""Linux"",""Python"",""Bash"",""Monitoring"",""Infrastructure as Code"",""GitOps""]",critical,2026-02-18 14:03:12.64537+00
6601ca10-b7cf-4bfb-aa31-2dcf8b1df077,Finance/Banking,Auditor,"[""Management Letter"",""Board Presentation"",""Remediation Tracking"",""Follow-Up""]",low,2026-02-16 22:56:43.218561+00
6663d376-e636-4b38-a022-3bae10314bcd,Finance/Banking,Investment Banker,"[""M&A"",""IPO"",""Debt Capital Markets"",""Equity Capital Markets"",""Valuation"",""Financial Modeling"",""Due Diligence""]",critical,2026-02-16 22:56:43.218561+00
67930a28-aeb5-40ed-b091-311879c68a95,Government/Federal,Grants Management Specialist,"[""Program Evaluation"",""Risk Assessment"",""Corrective Action"",""Technical Assistance""]",medium,2026-02-16 22:56:51.40283+00
684dc736-93c8-46d0-a5be-7bdba71a9cde,Technology,IT Support,"[""Help Desk"",""Active Directory"",""Windows"",""Linux"",""Networking"",""TCP/IP"",""DNS"",""DHCP"",""Troubleshooting"",""ServiceNow"",""ITIL""]",medium,2026-02-16 22:56:43.218561+00
687ec500-3783-4e92-b6e7-8395cc70eaab,defense,project_manager,"[""Project Management"",""PMP"",""Agile"",""Scrum"",""Risk Management"",""Stakeholder Management"",""Budget Management"",""Schedule Management"",""MS Project"",""Earned Value Management"",""EVMS"",""DoD"",""Acquisition"",""ITAR"",""Security Clearance""]",critical,2026-02-15 17:46:34.592483+00
6887b5f5-c30c-41b9-b91f-8fd85c037ffc,Finance/Banking,Financial Analyst,"[""Industry Research"",""Competitive Analysis"",""Strategic Planning"",""M&A Support""]",low,2026-02-16 22:56:43.218561+00
6904715a-18ef-43d7-a3f1-2a9a169e3016,Technology,Product Manager,"[""Market Research"",""Competitive Analysis"",""Product-Market Fit"",""Go-to-Market"",""Customer Discovery"",""Personas""]",critical,2026-02-16 22:56:43.218561+00
69234e67-bdc0-4a5b-97ba-4b4bbc3a8e7e,Construction,Safety Manager (Construction),"[""EM 385-1-1"",""OSHA 300 Log"",""Workers Compensation"",""Site Safety Plans"",""Toolbox Talks""]",high,2026-02-16 22:56:43.218561+00
69d88d8a-2701-465a-a106-97fac3b435ec,Marketing/Communications,Content Creator,"[""SEO Writing"",""WordPress"",""CMS"",""Adobe Creative Suite"",""Canva"",""Photography""]",high,2026-02-16 22:56:43.218561+00
69fecb39-45cb-404e-8156-7a36a2495c5a,Aviation,Drone Pilot,"[""UAS"",""Part 107"",""Flight Planning"",""Aerial Photography"",""Mapping"",""Inspection"",""LiDAR"",""Photogrammetry"",""Safety"",""Airspace"",""Weather"",""Regulations"",""Data Processing"",""Reporting"",""Maintenance""]",critical,2026-02-18 14:03:12.64537+00
6ac53404-ee5e-4fff-bdc1-f3e6f66825c1,Environmental,Environmental Specialist,"[""Environmental Compliance"",""EPA"",""NEPA"",""CERCLA"",""RCRA"",""Remediation"",""Monitoring"",""Sampling"",""Reporting"",""Permitting"",""EIS"",""Hazardous Waste"",""Air Quality"",""Water Quality"",""Sustainability""]",critical,2026-02-18 14:03:12.64537+00
6bd8fa1d-38c5-4a8a-bcc8-bc8f5f598e39,Technology,Machine Learning Engineer,"[""Kubeflow"",""MLflow"",""SageMaker"",""Docker"",""Kubernetes"",""Python"",""Data Pipelines""]",high,2026-02-16 22:56:43.218561+00
6c22fbba-7fd5-442e-8daa-338838e11755,Defense,Defense Program Manager,"[""DoD"",""Acquisition"",""ACAT"",""Milestone"",""POM"",""PPBE"",""FAR"",""DFARS"",""Earned Value"",""Risk Management"",""Requirements"",""Systems Engineering"",""Test and Evaluation"",""Logistics"",""Contract Management""]",critical,2026-02-18 14:03:12.64537+00
6c326f1a-7aba-44f2-8a03-389b85f09060,Manufacturing,CNC Machinist,"[""CNC Programming"",""G-Code"",""M-Code"",""Blueprint Reading"",""GD&T"",""Tolerances"",""Lathe"",""Mill"",""Grinding"",""Tooling"",""Setup"",""Inspection"",""Calibration"",""Quality"",""Safety""]",critical,2026-02-18 14:03:12.64537+00
6c3ba51c-21b2-4f2b-839e-a73c8086f66c,Manufacturing,Maintenance Technician,"[""CMMS"",""Work Orders"",""Predictive Maintenance"",""Vibration Analysis"",""Thermography""]",high,2026-02-16 22:56:43.218561+00
6cd4f15f-d6ef-4a4b-aec6-68321c3955c7,Healthcare,Dental Hygienist,"[""Patient Communication"",""Charting"",""Treatment Planning"",""Sterilization""]",medium,2026-02-16 22:56:51.40283+00
6ce80e1c-ccb5-4cb8-8a84-6f4435eae518,Finance/Banking,Insurance Underwriter,"[""Guidewire"",""Duck Creek"",""Policy Administration"",""Regulatory Compliance"",""State Filing""]",medium,2026-02-16 22:56:43.218561+00
6d103dac-a008-4b7e-8002-b740d9d32fd0,technology,it_manager,"[""ITIL"",""IT Service Management"",""Infrastructure"",""Cloud Migration"",""Vendor Management"",""SLA"",""Helpdesk"",""Active Directory"",""Azure"",""AWS"",""VMware"",""Change Management""]",critical,2026-02-15 17:46:34.592483+00
6d1b02ce-e9ed-4699-a30c-c8ba30f2bc24,Construction,Project Manager (Construction),"[""Client Relations"",""Business Development"",""Proposal Writing"",""Team Leadership""]",low,2026-02-16 22:56:43.218561+00
6d33404d-546c-4ae4-8025-65edcb0f1fb6,Telecommunications,NOC Analyst,"[""Documentation"",""Runbooks"",""Training"",""Shift Handover""]",low,2026-02-16 22:56:51.40283+00
6da6c932-a256-4328-b64d-a4255b77493d,Healthcare,Health IT,"[""SQL"",""Crystal Reports"",""System Configuration"",""Workflow Analysis"",""Interface Management""]",high,2026-02-16 22:56:43.218561+00
6dcd4c8f-718a-4ecb-bafb-2d7f3795218c,Defense/Aerospace,Systems Engineer,"[""Technical Reviews"",""CDR"",""PDR"",""SRR"",""Peer Reviews"",""Technical Writing""]",low,2026-02-16 22:56:43.218561+00
6e0cd669-cdba-49ca-95d2-e6b339954373,Logistics/Supply Chain,Warehouse Manager,"[""Layout Optimization"",""Slotting"",""Cross-Docking"",""Returns Processing"",""Quality Control""]",medium,2026-02-16 22:56:43.218561+00
6f29a610-6a3e-419f-8ad6-bec9ec029a69,technology,software_engineer,"[""Python"",""JavaScript"",""Java"",""React"",""Node.js"",""AWS"",""Docker"",""Kubernetes"",""CI/CD"",""Git"",""Agile"",""REST API"",""SQL"",""Microservices"",""Cloud Computing""]",critical,2026-02-15 17:46:34.592483+00
70547863-127f-4540-933b-c66dfbbbf571,Education,Teacher,"[""Curriculum Design"",""Lesson Planning"",""Assessment"",""Differentiated Instruction"",""Classroom Management"",""Student Engagement""]",critical,2026-02-16 22:56:43.218561+00
70a529ce-9056-43a9-b4e5-0ea2af977afa,Consulting,Strategy Consultant,"[""Corporate Strategy"",""Growth Strategy"",""Market Entry"",""Competitive Analysis"",""Due Diligence"",""M&A Advisory""]",critical,2026-02-16 22:56:43.218561+00
70f02149-152f-40d4-8c2d-23d07d446084,Cybersecurity,GRC Analyst,"[""Risk Management"",""Compliance"",""NIST"",""ISO 27001"",""SOC 2"",""CMMC"",""Policy Development"",""Audit"",""Controls Assessment"",""Risk Assessment"",""Third-Party Risk"",""Vendor Management"",""Documentation"",""Framework Mapping"",""Gap Analysis""]",critical,2026-02-18 14:03:12.64537+00
71225c08-87b6-4a21-903c-81f328011263,Finance,Credit Analyst,"[""Credit Analysis"",""Financial Statements"",""Risk Assessment"",""Underwriting"",""Loan Review"",""Cash Flow"",""Ratios"",""Industry Analysis"",""Portfolio Management"",""Covenant Monitoring"",""Report Writing"",""Due Diligence"",""Collateral"",""Default Risk"",""Regulatory""]",critical,2026-02-18 14:03:12.64537+00
7199b5b2-79d9-4d74-8db7-8a96475cf058,Energy/Utilities,Grid Operations,"[""SCADA"",""Real-Time Monitoring"",""Load Forecasting"",""Interchange Scheduling"",""Voltage Regulation""]",high,2026-02-16 22:56:51.40283+00
727bef87-c416-449f-a902-8adbdbbaed85,Education,Training Specialist,"[""LMS Administration"",""E-Learning Development"",""Articulate"",""Captivate"",""Video Production""]",high,2026-02-16 22:56:43.218561+00
72b609d0-a78e-4a2b-86ac-09e276b7f0c3,Energy/Utilities,Environmental Specialist,"[""Sampling"",""Laboratory Analysis"",""GIS"",""Environmental Monitoring"",""Reporting""]",medium,2026-02-16 22:56:43.218561+00
72ba05a4-3551-4578-b5f2-97ef3199d1e9,Government/Federal,Human Resources (Federal),"[""Workforce Planning"",""Succession Planning"",""Training and Development"",""Onboarding""]",low,2026-02-16 22:56:43.218561+00
72d1af12-2c76-4b79-9708-9627b3ae79eb,Healthcare,Respiratory Therapist,"[""Ventilator Management"",""ABG"",""Bronchoscopy"",""Oxygen Therapy"",""Pulmonary Function Testing"",""CPAP"",""BiPAP"",""Nebulizer"",""Intubation"",""Patient Assessment"",""Critical Care"",""Neonatal"",""Cardiac"",""Asthma"",""COPD""]",critical,2026-02-18 14:03:12.64537+00
746a8e4f-4296-4309-bd54-474b9fdf700d,Technology,Site Reliability Engineer,"[""SRE"",""Incident Management"",""SLO"",""SLA"",""Monitoring"",""Observability"",""Prometheus"",""Grafana"",""PagerDuty"",""Automation"",""Python"",""Go"",""Terraform"",""Capacity Planning"",""Postmortem""]",critical,2026-02-18 14:03:12.64537+00
74a3fb46-be4f-4b4e-828c-9754330a0aaf,Non-Profit,Program Manager (Non-Profit),"[""Budget Management"",""Reporting"",""Compliance"",""Monitoring and Evaluation"",""Data Collection""]",high,2026-02-16 22:56:51.40283+00
74ccd632-58f7-41f2-92d3-4300f324bb11,Healthcare,Physical Therapist,"[""Patient Assessment"",""Treatment Planning"",""Rehabilitation"",""Manual Therapy"",""Exercise Prescription"",""Documentation"",""Outcome Measures"",""Patient Education"",""Orthopedic"",""Neurological"",""Geriatric"",""Sports Medicine"",""Functional Assessment"",""CPT Coding"",""Evidence-Based Practice""]",critical,2026-02-18 14:03:12.64537+00
74fa8040-a1ca-490c-8571-200386af015c,Non-Profit,Volunteer Coordinator,"[""Volunteer Management Software"",""Background Checks"",""Orientation"",""Performance Tracking""]",high,2026-02-16 22:56:51.40283+00
75b67972-57bc-4af3-b0a3-eb30a88223ab,Defense/Aerospace,Flight Test Engineer,"[""MATLAB"",""Python"",""Data Analysis"",""Instrumentation"",""Safety Review"",""Risk Assessment""]",high,2026-02-16 22:56:43.218561+00
7611faf7-1c76-4847-8ca1-a040fd7e132f,Healthcare,Physical Therapist,"[""Patient Assessment"",""Treatment Planning"",""Manual Therapy"",""Therapeutic Exercise"",""Gait Training"",""Balance Training"",""Pain Management""]",critical,2026-02-16 22:56:43.218561+00
763a1e02-a71b-4543-a47c-e42a782c625b,Education,Academic Advisor,"[""Academic Advising"",""Degree Planning"",""Student Support"",""Retention"",""Transfer Articulation""]",critical,2026-02-16 22:56:43.218561+00
76fcd7f9-b256-4917-b0f8-35a73da11162,Non-Profit,Community Outreach Coordinator,"[""Community Engagement"",""Outreach"",""Partnership Development"",""Event Planning"",""Public Speaking"",""Cultural Competency""]",critical,2026-02-16 22:56:51.40283+00
77a66c76-5e38-4bca-b7ef-d55112a5d490,Logistics/Supply Chain,Customs Broker,"[""Tariff Engineering"",""Valuation"",""Country of Origin"",""Bonded Warehouse""]",medium,2026-02-16 22:56:51.40283+00
77bc9611-d09c-47f9-884b-ec4c6cf4f57b,Transportation,Fleet Manager,"[""Fleet Management"",""Vehicle Maintenance"",""DOT"",""FMCSA"",""CDL"",""Telematics"",""Fuel Management"",""Route Optimization"",""Driver Safety"",""Compliance"",""Preventive Maintenance"",""Asset Management"",""Cost per Mile"",""Utilization"",""Replacement Planning""]",critical,2026-02-18 14:03:12.64537+00
77fbcd84-001b-4153-8d45-eb8b32d12978,Defense/Aerospace,Satellite Operations,"[""STK"",""MATLAB"",""Link Budget"",""Antenna Systems"",""RF Communications""]",high,2026-02-16 22:56:51.40283+00
78248a6c-f39e-45fb-b1e1-586026a2ce68,Healthcare,Physical Therapist,"[""Patient Education"",""Home Exercise Programs"",""Ergonomic Assessment"",""Wellness Programs""]",low,2026-02-16 22:56:43.218561+00
78912a9a-9b43-4ca1-8800-954fc3f609fa,Manufacturing,Process Engineer,"[""Process Optimization"",""Lean"",""Six Sigma"",""DOE"",""SPC"",""Value Stream Mapping"",""Cycle Time Reduction""]",critical,2026-02-16 22:56:43.218561+00
78c7375a-5569-4253-88fe-6ca974f7c155,Finance/Banking,Risk Analyst,"[""SAS"",""Python"",""R"",""MATLAB"",""Monte Carlo Simulation"",""Statistical Modeling"",""Scenario Analysis""]",high,2026-02-16 22:56:43.218561+00
791c2c3a-3dd3-47b2-9ad2-b2c07fec3e18,Retail/Hospitality,Merchandiser,"[""Trend Analysis"",""Competitive Shopping"",""Photography"",""Reporting""]",medium,2026-02-16 22:56:51.40283+00
795b545e-9e80-4cab-a688-c49b20cf801f,Marketing/Communications,SEO Specialist,"[""Google Search Console"",""Ahrefs"",""SEMrush"",""Moz"",""Screaming Frog"",""Schema Markup""]",high,2026-02-16 22:56:43.218561+00
79a7fd72-9345-42db-867b-50048fd56db1,Finance/Banking,Compliance Officer,"[""Risk Assessment"",""Audit"",""Policy Development"",""Training"",""Monitoring"",""Suspicious Activity Reports""]",high,2026-02-16 22:56:43.218561+00
79f32b4e-8961-45a3-9c2a-66ca6375b5b4,Government/Federal,Security Specialist,"[""Security Clearance Processing"",""DCSA"",""e-QIP"",""SF-86"",""Adjudication"",""NISPOM"",""SAP""]",critical,2026-02-16 22:56:43.218561+00
7b916a88-5d3d-498b-ba0c-c91312559b38,Government,Policy Analyst,"[""Policy Analysis"",""Research"",""Legislative Affairs"",""Briefing"",""Stakeholder Engagement"",""Data Analysis"",""Report Writing"",""Federal Regulations"",""OMB"",""GAO"",""Congressional Relations"",""Public Comment"",""Regulatory Compliance"",""Impact Assessment"",""White Papers""]",critical,2026-02-18 14:03:12.64537+00
7c4a47ab-4817-4588-9eff-96ede9bc70e1,Education,Instructional Designer,"[""Articulate Storyline"",""Rise"",""Captivate"",""Camtasia"",""HTML5"",""SCORM"",""xAPI""]",high,2026-02-16 22:56:43.218561+00
7c5ec452-5e94-4045-b898-e0171b6cf7d9,Non-Profit,Community Outreach Coordinator,"[""Social Media"",""Newsletter"",""Flyers"",""Presentations"",""Data Collection""]",medium,2026-02-16 22:56:51.40283+00
7c78ce67-5adf-460c-986e-c2794fb8813c,Retail,District Manager,"[""Multi-Unit Management"",""P&L"",""Sales Growth"",""Territory Management"",""Store Operations"",""Training"",""Succession Planning"",""Labor Planning"",""Inventory Management"",""Customer Experience"",""KPIs"",""Coaching"",""Compliance"",""Visual Standards"",""Market Analysis""]",critical,2026-02-18 14:03:12.64537+00
7c974df2-5fdc-4c0c-8593-802156f3453d,Construction,Site Supervisor,"[""OSHA 30"",""First Aid/CPR"",""Scheduling"",""Material Coordination"",""Subcontractor Oversight""]",high,2026-02-16 22:56:43.218561+00
7cb19d6e-94dc-4219-856e-ce1b7981bd1c,Non-Profit,Case Manager,"[""Motivational Interviewing"",""Trauma-Informed Care"",""Cultural Competency"",""HIPAA"",""Confidentiality""]",high,2026-02-16 22:56:51.40283+00
7cb8d2ec-7bb6-4ea2-94c3-3d9bc2aeccf4,Finance/Banking,Financial Planner,"[""Portfolio Management"",""Asset Allocation"",""Risk Tolerance"",""Insurance Planning"",""Education Planning""]",high,2026-02-16 22:56:43.218561+00
7ceea136-1d72-41e3-9628-f53b8386ad9c,Technology,Scrum Master,"[""Scrum"",""Agile"",""Sprint Planning"",""Retrospective"",""Backlog Grooming"",""JIRA"",""Confluence"",""Kanban"",""Velocity"",""Story Points"",""Stand-up"",""Impediment Removal"",""Servant Leadership"",""SAFe"",""Release Planning""]",important,2026-02-18 14:03:12.64537+00
7d17f00a-4517-45e6-acd4-f547b7ce358f,Marketing/Communications,Content Creator,"[""Content Strategy"",""Copywriting"",""Blog Writing"",""Social Media Content"",""Video Content"",""Content Calendar""]",critical,2026-02-16 22:56:43.218561+00
7d6c2f9c-b472-4f10-9215-6aea89bed63a,Marketing/Communications,Marketing Manager,"[""Market Research"",""Competitive Intelligence"",""Customer Segmentation"",""Positioning""]",low,2026-02-16 22:56:43.218561+00
7e01d29e-57c2-4994-941e-f7933bc0d0a7,federal,general,"[""Federal Government"",""GS"",""USAJOBS"",""OPM"",""Veterans Preference"",""KSA"",""ECQ"",""Specialized Experience"",""Merit Promotion"",""Competitive Service""]",critical,2026-02-15 17:46:34.592483+00
7e258133-71c9-44f3-8fe2-645bfbd2bebd,Healthcare,EMT/Paramedic,"[""Community Education"",""CPR Instruction"",""Equipment Maintenance"",""Vehicle Check""]",low,2026-02-16 22:56:43.218561+00
7e550d4f-8129-4ccb-a838-3f83c5506977,Environmental,Sustainability Manager,"[""Sustainability"",""ESG"",""Carbon Footprint"",""Energy Efficiency"",""Waste Reduction"",""Recycling"",""GRI Reporting"",""CDP"",""LEED"",""Water Conservation"",""Supply Chain Sustainability"",""Stakeholder Engagement"",""Strategy"",""Metrics"",""Communications""]",critical,2026-02-18 14:03:12.64537+00
7e9b4481-c114-499f-8efc-04f6247878ab,Telecommunications,Field Technician,"[""Documentation"",""Inventory"",""Fleet Vehicle"",""Time Management""]",low,2026-02-16 22:56:51.40283+00
