id,military_phrase,civilian_phrase,branch,category,context_notes,created_at
651e07e5-2bd4-4593-90e4-7a74df7d4deb,officer of the deck,shift supervisor with full operational authority,navy,Leadership,,2026-02-18 14:03:12.64537+00
65788b9c-783e-4474-8bbd-c1de2fb010f6,#1 of all E-5s,ranked #1 among all front-line supervisors,navy,performance,,2026-02-15 17:48:35.249974+00
657f0daa-8d8e-46cf-a6e4-c476297ccd43,early promote,recommended for accelerated promotion,general,Performance,,2026-02-18 14:03:12.64537+00
65b03442-abc4-4168-8f44-d25b931e0c44,maintained common operating picture,maintained real-time operational dashboard / situational awareness,general,operations,,2026-02-18 01:13:54.18454+00
65c58427-60ef-4d50-a671-9a91e8676573,flight operations,aviation operations management,general,Operations,,2026-02-18 14:03:12.64537+00
66327ced-7b25-4f7e-8929-f0451f05d976,base camp construction,temporary facility construction / field site development,general,engineering,,2026-02-18 01:13:54.18454+00
665a0cdd-f4dd-4bc3-9141-feb13fe46647,outperformed the competition,outpaced comparable organizations,general,Performance,,2026-02-18 14:03:12.64537+00
669675dd-a2d7-4b7a-8fd8-6d1ddc704e8c,a proven warrior,a proven performer in high-stress environments,general,performance,,2026-02-15 17:48:35.249974+00
670d149b-3f3b-4822-b6bf-5fa6ce1620cb,command climate survey,employee engagement and culture survey,general,Communication,,2026-02-18 14:03:12.64537+00
67a9aa92-af8b-4e18-981c-683fa569a180,mission capable rate,operational readiness rate / fleet availability,general,aviation,,2026-02-18 01:13:54.18454+00
67c65f82-34d2-4c86-abcb-be8971e5cca4,supply chain management,end-to-end supply chain management,general,logistics,,2026-02-18 01:13:54.18454+00
67ce0725-d9c9-4024-8564-2b29fab95e68,NSN,national stock number for cataloged items,general,Equipment,,2026-02-18 14:03:12.64537+00
681335e5-a0f5-4e9f-8492-aaa985c07595,delivered under fire,performed effectively under extreme pressure,general,Performance,,2026-02-18 14:03:12.64537+00
685b8b9d-9178-4841-b78a-9d8b4f6ffe80,took charge of,assumed leadership of,general,leadership,,2026-02-15 17:47:32.616746+00
68a5e948-fe1f-43ca-a46e-596750850ee8,saved the day,resolved critical issue under time pressure,general,Performance,,2026-02-18 14:03:12.64537+00
68bbccae-500e-478c-89f3-68db976c4711,AFSC trained,completed specialty career field training,usaf,Training,,2026-02-18 14:03:12.64537+00
68e2fc2c-bd6f-4cdf-ab63-c6b45cc7b3cc,principal staff officer,senior department head / chief advisor,general,leadership,,2026-02-18 01:13:54.18454+00
694c1e48-e17a-48e9-a1cd-8300b1574b52,bridged the gap between officers and enlisted,facilitated communication between leadership and staff,general,Leadership,,2026-02-18 14:03:12.64537+00
6978ec22-b940-4098-a5db-9fff697eaecc,MDMP,structured decision-making process,army,Operations,,2026-02-18 14:03:12.64537+00
699b482d-c06d-40c6-b6d1-9f78e0e8c9bf,hot work,welding and cutting permit-required work,general,Safety,,2026-02-18 14:03:12.64537+00
69bcb30c-2d5b-4d79-aa5d-b5ab8867f32b,near miss,near-miss incident report,general,Safety,,2026-02-18 14:03:12.64537+00
69cb4e82-8226-4fab-a4c4-3827c0385c40,jump qualified,earned airborne operations certification,army,Training,,2026-02-18 14:03:12.64537+00
69d89b94-74b9-4d9d-ac4c-fd82d429a38d,minefield operations,hazardous area management / restricted zone operations,general,engineering,,2026-02-18 01:13:54.18454+00
69df8348-12f7-4560-bdd7-92dceb98c150,obligation authority,spending authorization / budget commitment authority,general,financial,,2026-02-18 01:13:54.18454+00
69f632bc-8330-46a3-9243-65597cb8e62a,cyber threat intelligence,cybersecurity threat analysis / threat intelligence,general,cyber,,2026-02-18 01:13:54.18454+00
6af5f0ca-e82a-43b9-9453-b99e9d36b582,basic training graduate,completed foundational workforce training,general,Training,,2026-02-18 14:03:12.64537+00
6b3469c0-dca6-43b2-a854-afad3c47f8eb,submitted requisitions,submitted procurement/purchase requests,general,logistics,,2026-02-15 17:47:32.616746+00
6b5898e7-1d91-4c5e-b636-c4b8cfe54766,IG complaint,formal grievance through oversight channel,general,Communication,,2026-02-18 14:03:12.64537+00
6bcb230e-9a31-4025-aea4-dc96c0ebcd27,ensured mission accomplishment,ensured all objectives were met,general,Leadership,,2026-02-18 14:03:12.64537+00
6bda14a9-a35d-4085-ad95-84c77725fcde,BLUF,executive summary placed first,general,Communication,,2026-02-18 14:03:12.64537+00
6c16472a-ce32-47e5-a99d-0916d57faa21,the embodiment of Navy core values,exemplifies organizational core values,navy,performance,,2026-02-15 17:48:35.249974+00
6c959f16-1aa8-4336-aff3-658293ae6346,kept the momentum,sustained progress toward objectives,general,Performance,,2026-02-18 14:03:12.64537+00
6c9d2376-14f3-42ca-aaff-c7280f50dbd4,GPC,government purchase card or corporate procurement card,general,Equipment,,2026-02-18 14:03:12.64537+00
6cc0d9dd-74bf-493e-bb9a-7d74081c5854,exceeded unit standards,surpassed departmental benchmarks,general,performance,,2026-02-18 01:13:54.18454+00
6cd653a7-329c-4c31-861b-dfd77225b4cc,collection management,data collection strategy and oversight,general,intel,,2026-02-18 01:13:54.18454+00
6d3c5c02-4d8c-421e-8e19-5bfe6c8e2424,request mast,formal request to meet with senior leadership,usmc,Communication,,2026-02-18 14:03:12.64537+00
6d514d55-a857-4879-9a5b-17381f99e589,awarded Air Force Achievement Medal,received organizational achievement award,usaf,admin,,2026-02-15 17:47:32.616746+00
6da124df-c6ba-47e2-bddd-30a0a6149f70,EAWS qualified,earned enlisted aviation warfare specialist certification,navy,Training,,2026-02-18 14:03:12.64537+00
6e3ddf49-cec2-4582-b28e-d7bd8d303528,stood down,decommissioned or closed,general,Operations,,2026-02-18 14:03:12.64537+00
6e669f97-a295-4a4f-9b1e-95f6ec1e0a95,made the cut,met competitive selection criteria,general,Performance,,2026-02-18 14:03:12.64537+00
6f4f47f3-7252-4a04-995d-a666de9f4f99,combat ready,fully operational and certified,general,compliance,,2026-02-15 17:47:32.616746+00
6fee59d1-347c-424f-b210-14c1d9978792,signal plan,communications plan / network architecture,general,comms,,2026-02-18 01:13:54.18454+00
700d06f8-4c94-4dad-81f7-e80277678b19,took ownership,accepted full accountability,general,Leadership,,2026-02-18 14:03:12.64537+00
7058d8de-f77c-4f1f-96c7-e7c20063e95f,strengthened the chain of command,improved organizational communication and accountability,general,Leadership,,2026-02-18 14:03:12.64537+00
70aa2774-50ef-40c3-a88d-aaff5e267bc7,change of command,leadership transition,general,Operations,,2026-02-18 14:03:12.64537+00
710bd225-e29b-4ff6-bdd3-f6305cc41f7d,transfer of authority,transfer of responsibility / handover of authority,general,admin,,2026-02-18 01:13:54.18454+00
7157b037-e93b-40b0-96e6-2f90eadc2d03,served as acting commander,served as interim director,general,Leadership,,2026-02-18 14:03:12.64537+00
7191dea3-ce3a-4ce5-ab65-714ba3a39c02,a true deckplate leader,a hands-on leader who leads from the front,navy,leadership,,2026-02-15 17:48:35.249974+00
722878f5-8967-4751-bd96-aba1fc7f5c87,liberty,personal time off,navy,Admin,,2026-02-18 14:03:12.64537+00
72e76324-187b-4102-8a57-5394a9f636e5,established a forward operating base,established a satellite office / remote operations center,general,operations,,2026-02-18 01:13:54.18454+00
72e83195-14b9-4890-ae76-e757ac429d04,extra duty,additional assigned duties as corrective action,general,Admin,,2026-02-18 14:03:12.64537+00
73c5278f-0780-41ac-a367-cb4be120d76d,SDS,safety data sheet,general,Safety,,2026-02-18 14:03:12.64537+00
73d9f5d2-8108-432d-90a3-50fa34494e8f,CIAL,component identification and authorization list,navy,Equipment,,2026-02-18 14:03:12.64537+00
7474b97a-44ab-48af-b2bb-936b3212c27c,end item,final assembled product or system,general,Equipment,,2026-02-18 14:03:12.64537+00
7491ff42-a20e-437e-b9f9-a802764bfb3e,combat casualty care,emergency trauma care / field emergency medicine,general,medical,,2026-02-18 01:13:54.18454+00
74ca1353-a9cd-43d5-8f79-50fa980bce44,warning order,advance notice of upcoming tasking,general,Operations,,2026-02-18 14:03:12.64537+00
74cba0c6-6147-4a44-9453-a00b4ce1cbff,zero discrepancies,achieved 100% compliance,general,Performance,,2026-02-18 14:03:12.64537+00
74d8c240-9c99-4288-b5c6-d2a6e16faed4,active shooter drill,active threat response training exercise,general,Safety,,2026-02-18 14:03:12.64537+00
74d9080c-df75-4b84-a9b5-3851950a1c51,civil-military operations,public-private partnership operations,general,operations,,2026-02-18 01:13:54.18454+00
74e75766-145c-42a4-82ce-228e7e0fdcdf,maintained arms room,managed secure property storage facility,army,technical,,2026-02-15 17:48:35.249974+00
74e944c9-48f2-4cf7-a4a4-957ddbf4de16,post-deployment stand-down,post-assignment recovery period,general,Operations,,2026-02-18 14:03:12.64537+00
750c7c4c-b647-4f36-9f77-66691320e22b,JPME complete,completed joint professional military education,general,Training,,2026-02-18 14:03:12.64537+00
75104461-b66e-4770-9553-ec7ed39e734b,depot-level maintenance,major overhaul at specialized repair facility,general,Equipment,,2026-02-18 14:03:12.64537+00
751c5203-ab23-4956-b9f5-c46ac4df089f,SARP,substance abuse rehabilitation program,general,Medical,,2026-02-18 14:03:12.64537+00
7533e225-b57d-4e8f-82a6-1bc3bf5939ce,keeper of the keys,custodian of critical resources,general,Leadership,,2026-02-18 14:03:12.64537+00
759fe70c-7998-44da-9116-092483b5a792,filled the gap,addressed critical staffing shortage,general,Leadership,,2026-02-18 14:03:12.64537+00
75a1a57a-fc7b-4fce-9ac0-9440283be9cb,utilities infrastructure,facility utilities management / building systems,general,engineering,,2026-02-18 01:13:54.18454+00
75eab2c8-1399-42b3-82c1-dee33126c437,theater security cooperation,international partnership operations,general,operations,,2026-02-15 17:48:35.249974+00
75ec1aed-440a-4266-a4a1-3069292ee7ad,ground safety officer,workplace safety officer,usaf,Safety,,2026-02-18 14:03:12.64537+00
766431c7-6dfe-423f-a8a7-dec51181f16e,qualified personnel in,certified personnel in,general,training,,2026-02-15 17:47:32.616746+00
76953360-c404-4e67-be7d-489ef6d100ed,expert marksman,achieved expert-level proficiency certification,general,Training,,2026-02-18 14:03:12.64537+00
770eb82e-af98-4685-ad1f-3dc4008e50ed,warfare qualified,earned professional certification,navy,Training,,2026-02-18 14:03:12.64537+00
774f7d30-5302-44e5-b0bc-00c2bd51109b,base operations,facility operations management,general,Operations,,2026-02-18 14:03:12.64537+00
77ca6db9-072b-4fc0-82c7-4624dd256a8c,mission essential,business-critical,general,Performance,,2026-02-18 14:03:12.64537+00
77f135e3-6010-4bab-9215-cf9ecc211104,broke the mold,introduced innovative approaches that redefined standards,general,Performance,,2026-02-18 14:03:12.64537+00
7853a323-7002-49bb-83f1-0984d68343f5,intermediate-level maintenance,repair performed at regional maintenance center,general,Equipment,,2026-02-18 14:03:12.64537+00
78c7b91b-fc62-4493-ab07-60c58fd28363,chop chain,review and approval routing,general,Communication,,2026-02-18 14:03:12.64537+00
790db565-ae70-4460-9439-5964dd967c3e,med down,unavailable for duty due to medical reason,general,Medical,,2026-02-18 14:03:12.64537+00
79970401-293e-4019-8669-701b711fc5fe,restriction,limited privileges as disciplinary measure,general,Admin,,2026-02-18 14:03:12.64537+00
7a157038-c500-4226-a376-38f166bbdc66,field sanitation,environmental health and sanitation,general,medical,,2026-02-18 01:13:54.18454+00
7a772572-e5c0-4faf-b80a-770f445c21b9,put it on the radar,brought it to leadership awareness,general,Communication,,2026-02-18 14:03:12.64537+00
7a9fadce-4833-4c2c-8b52-016bf99e0b3d,battle buddy,accountability partner,army,Leadership,,2026-02-18 14:03:12.64537+00
7aa43f52-347f-46f0-98db-1329cc0ff64b,reenlistment eligible,eligible for contract renewal,general,admin,,2026-02-18 01:13:54.18454+00
7ac4e025-a3e6-4612-9763-64b228b6b2da,among the best,recognized as a top performer,general,performance,,2026-02-15 17:48:35.249974+00
7b171c43-0e56-4561-8c3e-868e8a0ee7af,assigned to,assigned to,general,admin,,2026-02-15 17:48:35.249974+00
7b362779-d8d3-485a-aee4-b0cd81209d6a,subject matter expert in,recognized authority in / deep expertise in,general,performance,,2026-02-18 01:13:54.18454+00
7b4ecc43-58a8-41f3-be79-6598b0005289,awarded Meritorious Service Medal,received executive-level achievement award,general,admin,,2026-02-15 17:47:32.616746+00
7b7c77f0-5df8-4894-8baf-c037a3481959,fill rate,staffing level percentage,general,Admin,,2026-02-18 14:03:12.64537+00
7b82a357-6c03-4960-9911-f952d863bdce,formal counseling,formal performance documentation session,general,admin,,2026-02-15 17:48:35.249974+00
7b8d5da5-b05e-435a-bca2-f472e8de6344,leave chit,time-off request form,navy,Admin,,2026-02-18 14:03:12.64537+00
7bb3fbf0-d2e9-41ef-80a1-c7ca31f91b8a,served as CFL,served as physical fitness program coordinator,navy,admin,,2026-02-15 17:48:35.249974+00
7bd02bf8-c035-49ae-8b94-00ac0f211cde,CENTCOM AOR,Middle East operational region,general,Operations,,2026-02-18 14:03:12.64537+00
7c712a40-f021-4896-bee0-709f50e11956,material condition,equipment and asset condition,navy,Safety,,2026-02-18 14:03:12.64537+00
7cf24224-30d3-41b9-a22c-cadedb596baa,fire drill,fire emergency response drill,general,Safety,,2026-02-18 14:03:12.64537+00
7d20f62f-6b9d-4238-a355-341b3a943f1c,trained to standard,trained to established performance benchmarks,general,training,,2026-02-15 17:47:32.616746+00
7d878f40-025f-4ba7-98a8-810e7f0700ea,ETS,end of term of service date,army,Admin,,2026-02-18 14:03:12.64537+00
7dbce5db-af76-4406-9482-376ae1f86a55,fitness report,annual performance evaluation,usmc,Admin,,2026-02-18 14:03:12.64537+00
7dc43b74-a2ec-4c32-945d-39ee9686f10a,medical readiness,health compliance and clearance status,general,Medical,,2026-02-18 14:03:12.64537+00
7dfa9de8-8ec8-415d-94a9-1c9dae884024,airman of the quarter,employee of the quarter,usaf,Leadership,,2026-02-18 14:03:12.64537+00
7e2f8da0-5a3f-411c-866b-d38f636d8634,clean bill of health,passed all compliance reviews,general,Performance,,2026-02-18 14:03:12.64537+00
7e386d0f-9cc3-4bbf-9588-9f6d1937bfcd,CDB complete,completed career development board review,navy,Training,,2026-02-18 14:03:12.64537+00
7e447af6-4a1e-465b-b83f-a46834eba410,officer call,leadership-only meeting,general,Communication,,2026-02-18 14:03:12.64537+00
7e86408f-b43b-40ac-be55-c784571003fc,port and starboard,alternating two-shift rotation,navy,Operations,,2026-02-18 14:03:12.64537+00
7ec4d107-9949-4b28-84e6-ddee2872a5c6,downrange,in the operational area,general,Operations,,2026-02-18 14:03:12.64537+00
7ed1c70e-734d-4b28-bd55-112b2a2bf597,executed change of command,completed leadership transition,general,leadership,,2026-02-18 01:13:54.18454+00
7eeb1f2c-f181-4377-be3e-437ce9355f05,served as ADPE custodian,served as IT equipment custodian,usaf,technical,,2026-02-15 17:48:35.249974+00
7efe04a7-fded-414d-b0bd-6b1a6de73279,CCC,command career counselor,navy,Admin,,2026-02-18 14:03:12.64537+00
7f5b74b9-2ee5-4d32-8f9b-0da025a9acc1,flight line operations,aircraft ramp operations / apron management,general,aviation,,2026-02-18 01:13:54.18454+00
7fb6c376-a852-40b5-bbb0-fc0ca9b0648b,best in fleet,top-performing unit in the organization,navy,Performance,,2026-02-18 14:03:12.64537+00
7fb7dd96-b1cb-4a52-a961-5ad9cf9476c4,equipment casualty,equipment failure/malfunction,navy,technical,,2026-02-15 17:47:32.616746+00
800f9117-8166-4c98-833d-aeba43031abb,no findings,received zero audit findings,general,Performance,,2026-02-18 14:03:12.64537+00
80314171-bd87-43b9-9689-f80354f01a0c,days underway,days of deployed operations,navy,operations,,2026-02-15 17:47:32.616746+00
804fe3f0-7a03-4517-a9f4-e2493f7d1b9b,completed NCOA,completed mid-level leadership development course,usaf,training,,2026-02-15 17:48:35.249974+00
80bfc0ec-0a42-4c00-9728-0b06d80d5ce5,reenlistment,contract renewal,general,Admin,,2026-02-18 14:03:12.64537+00
80c3c732-509b-4be2-bfd0-64db51ea6a7c,reporting aboard,checking in at new assignment,navy,Admin,,2026-02-18 14:03:12.64537+00
80ca5477-31fa-4ff8-b4db-3db23eaff90a,sustained exceptional performance,consistently delivered outstanding results,general,performance,,2026-02-18 01:13:54.18454+00
80ccc71c-2fce-449d-b00a-358b3a196c57,board certified,passed oral examination board,general,training,,2026-02-15 17:47:32.616746+00
8139d045-4559-4ae0-9459-6e098d91a925,outstanding rating,achieved the highest performance rating,general,Performance,,2026-02-18 14:03:12.64537+00
81790346-262d-4952-b3ca-63e53c9b3256,in country,deployed to the region,general,Operations,,2026-02-18 14:03:12.64537+00
81956f96-9b05-4443-9436-f096cea19d2f,above and beyond,exceeded all performance expectations,general,Performance,,2026-02-18 14:03:12.64537+00
81b8b29f-745e-46cc-a183-c6f76a331d30,highest state of readiness,peak operational performance,general,Performance,,2026-02-18 14:03:12.64537+00
81c5a2c9-f6c2-4b92-adf7-95d876ea8afa,joint and combined operations,multi-organizational and international operations,general,operations,,2026-02-18 01:13:54.18454+00
82040068-564b-4de0-9d61-6dbdb5ef8fcf,received Letter of Commendation,received formal written recognition from senior leadership,general,admin,,2026-02-15 17:48:35.249974+00
8252152c-3926-4201-af87-e484a68372d7,RFI,ready for issue or fully serviceable,general,Equipment,,2026-02-18 14:03:12.64537+00
825e1593-f8cf-4008-84a6-b5a289f631e0,unfunded requirements list,unfunded budget request / supplemental funding request,general,financial,,2026-02-18 01:13:54.18454+00
826639f4-9972-4430-8a69-d160a4c0a243,earned 9-level,achieved superintendent-level certification,usaf,training,,2026-02-15 17:48:35.249974+00
8269d340-ce5b-4405-a702-baf07a7faaf2,zone inspection,facility compliance inspection,navy,Safety,,2026-02-18 14:03:12.64537+00
8292add8-275a-4b08-9739-fa72d2a4f3b4,guided junior personnel,mentored entry-level employees,general,Leadership,,2026-02-18 14:03:12.64537+00
82946213-9da2-4a3d-8dd1-99fe7bd1b09d,pre-deployment workup,pre-assignment preparation and training,general,Operations,,2026-02-18 14:03:12.64537+00
829efb3e-1fca-439e-8775-9089fd9cfb99,supervised the training of,oversaw professional development for,general,leadership,,2026-02-18 01:13:54.18454+00
830bf93c-799e-4226-8112-ad9319933dc2,supported ATG assessment,supported external readiness assessment team,navy,compliance,,2026-02-15 17:48:35.249974+00
831b3da0-f244-41a0-894d-61cd90667433,combined operations,multi-organization collaborative operations,general,Operations,,2026-02-18 14:03:12.64537+00
837837ea-23c0-4711-ac5b-3d7b709d8791,led from the front,led by example / hands-on leadership,general,leadership,,2026-02-18 01:13:54.18454+00
838f1e0c-2a9f-44c3-8aee-bfacd6918ded,submitted awards,submitted employee recognition nominations,army,admin,,2026-02-15 17:48:35.249974+00
8390e0a5-00ef-4a28-97fc-8a62553337fb,passed INSURV,passed major regulatory compliance inspection,navy,compliance,,2026-02-15 17:47:32.616746+00
83c92836-276f-4b02-b103-03b26dd46ef7,NSTM,Naval Ships Technical Manual / technical reference,navy,technical,,2026-02-15 17:48:35.249974+00
83eac97d-bd44-4b87-8105-89b156a85339,program objective memorandum,multi-year budget proposal / strategic financial plan,general,financial,,2026-02-18 01:13:54.18454+00
83f5f24a-5eac-4d94-a03e-ea66fef7cae0,joint operations,multi-service coordinated operations,general,operations,,2026-02-15 17:48:35.249974+00
842888d1-7902-4349-8cf3-fb1a7a7caab8,ORM,operational risk management assessment,navy,Safety,,2026-02-18 14:03:12.64537+00
84392f25-d521-452f-824d-2117414a4f8b,movement to contact,proactive engagement / outreach operations,general,operations,,2026-02-18 01:13:54.18454+00
8441bdb7-f1e7-4ab7-a2fa-1ad1e9210e10,surge,increased operational capacity,general,Operations,,2026-02-18 14:03:12.64537+00
8443e1a8-73c9-4195-af5b-37c34483a7f4,cost-benefit analysis,cost-benefit analysis / return on investment analysis,general,financial,,2026-02-18 01:13:54.18454+00
8487c685-2898-4b5f-afb2-330409935c1b,sustained operations,continuous operations / around-the-clock activities,general,operations,,2026-02-18 01:13:54.18454+00
848bcb5c-3383-4366-8c01-38ee3d3ebbb9,medical readiness classification,employee health clearance status,general,medical,,2026-02-18 01:13:54.18454+00
84ddc89f-5414-494e-88c8-5dd61d0690f5,earned information warfare designation,earned information operations warfare qualification,navy,training,,2026-02-15 17:48:35.249974+00
855f8c4f-1b09-4778-bc09-56703d39c5eb,groomed for command,developed for senior leadership,general,Leadership,,2026-02-18 14:03:12.64537+00
857e6e92-fad5-4181-a4f0-23e59082f6f5,heads up,advance notification of upcoming issue,general,Communication,,2026-02-18 14:03:12.64537+00
859ed29a-0ae1-4889-973c-17ff41c1d1c0,received Purple Heart,received combat injury recognition,general,admin,,2026-02-15 17:48:35.249974+00
86180142-fca3-460b-904c-84d9a676f461,OER,officer performance evaluation,army,Admin,,2026-02-18 14:03:12.64537+00
86a9e6ed-8e3a-4517-a6f9-401d24bb2f80,sustainment operations,ongoing support and resupply operations,general,logistics,,2026-02-18 01:13:54.18454+00
872d50d2-5ba3-41e2-8e0c-6e36701036a9,school trained not yet qualified,completed coursework pending on-the-job certification,general,Training,,2026-02-18 14:03:12.64537+00
87d41f15-4d77-4786-a002-debcbeb13518,served as OIC,served as officer-in-charge / program director,army,leadership,,2026-02-15 17:48:35.249974+00
881affa8-1292-4f28-a82a-1cc95d182bdb,FYI traffic,information-only distribution,general,Communication,,2026-02-18 14:03:12.64537+00
88504396-2c5a-462d-8bcd-d140fc7ff769,completed deployment,completed extended field assignment,general,operations,,2026-02-15 17:47:32.616746+00
8860b4c7-34fa-4bdd-a48a-5a4de7eb8a6a,DD-214,certificate of release from employment,general,Admin,,2026-02-18 14:03:12.64537+00
88c482ac-ef4d-4df3-8b37-47f61683ef0b,syllabus complete,completed required curriculum,general,Training,,2026-02-18 14:03:12.64537+00
88e2c7ce-0351-414c-8643-597d9c69c5fb,detaching,separating from current assignment,navy,Admin,,2026-02-18 14:03:12.64537+00
89087c25-daa4-4da2-a812-0b0094013a6a,safety violation,safety noncompliance finding,general,Safety,,2026-02-18 14:03:12.64537+00
895d2f55-9635-4532-90b9-7de269302ee0,Class A mishap,major safety incident ($2M+ or fatality),general,safety,,2026-02-15 17:47:32.616746+00
89fe28cb-ffbf-48e3-8952-9742ca3476ba,participated in COMPTUEX,participated in comprehensive operational training exercise,navy,training,,2026-02-15 17:48:35.249974+00
8a086f74-3606-45e2-84c2-338f6a5311b2,intelligence cycle,research and analysis lifecycle,general,intel,,2026-02-18 01:13:54.18454+00
8a33475a-dba0-4233-b4ec-35fe373a09de,24/7 operations,continuous round-the-clock operations,general,Operations,,2026-02-18 14:03:12.64537+00
8a44a9a1-2e09-4d69-9fe1-cb5e7936ca07,survey,formal process for writing off damaged or lost equipment,general,Equipment,,2026-02-18 14:03:12.64537+00
8ac8d03e-d3e0-4b8a-830b-7e847fadda93,operational readiness,organizational preparedness,general,Performance,,2026-02-18 14:03:12.64537+00
8acf3ae9-b2af-4e2c-b51d-21a8b0db01a7,completed Warrior Leader Course,completed initial leadership development course,army,training,,2026-02-15 17:48:35.249974+00
8aee9f67-cd8d-4496-bb4d-6f1d8ae039b3,weapons qualification,proficiency certification / skills verification,general,training,,2026-02-18 01:13:54.18454+00
8b0158b7-3f1e-4cde-b50b-4c59357a2fc4,dwell time,time between operational rotations,general,Operations,,2026-02-18 14:03:12.64537+00
8b0224c3-2a74-499d-90ae-1cab7db08bfb,instilled discipline,established accountability and work standards,general,Leadership,,2026-02-18 14:03:12.64537+00
8bf1d142-8bc4-4811-bc5d-0a62f8de392a,tasker,assigned project or action item from leadership,general,Communication,,2026-02-18 14:03:12.64537+00
8bf3b964-56a8-410d-a720-83912c7d3ef5,PT standards,physical fitness standards,general,Medical,,2026-02-18 14:03:12.64537+00
8c4fb110-924e-4b3d-844b-adbee36a24bf,Halon system,fixed gas fire suppression system,navy,technical,,2026-02-15 17:48:35.249974+00
8c7b2b8b-e5d9-4c68-a2ca-8a96223c80ef,frocked to Chief,given acting senior management authority,navy,admin,,2026-02-15 17:48:35.249974+00
8d248554-dddf-433f-a781-0298c5a1c272,key leader engagement,executive stakeholder relationship management,general,leadership,,2026-02-18 01:13:54.18454+00
8d845e4d-b917-4bc4-a44c-cfb24ea592ad,locked on,fully committed and focused,general,Performance,,2026-02-18 14:03:12.64537+00
8d95b775-2d07-4b49-a69d-345bc775f18a,A school graduate,completed initial technical training,navy,Training,,2026-02-18 14:03:12.64537+00
8dbb1ccd-f169-4fbc-a7d2-09e27325fbec,served as first sergeant,served as senior enlisted manager for 100-200 personnel,army,leadership,,2026-02-15 17:48:35.249974+00
8de94248-874d-49be-b226-e4593d9d1b08,set the example for others to follow,modeled professional behavior and performance,general,Leadership,,2026-02-18 14:03:12.64537+00
8e12292f-c57c-4b54-9c38-d3f4c815f052,class C mishap,severity level 3 incident with moderate impact,general,Safety,,2026-02-18 14:03:12.64537+00
8e32a3e7-ee70-45a6-9270-04a612417273,sortie generation,flight operations throughput / aircraft mission launch rate,general,aviation,,2026-02-18 01:13:54.18454+00
8e577101-41c3-4cfb-b262-b02bb27b604a,fragmentary order,amendment to existing plan,general,Operations,,2026-02-18 14:03:12.64537+00
8e7966f5-050c-4c47-9a80-9369640edc8b,mission command,empowered leadership / decentralized decision-making,general,leadership,,2026-02-18 01:13:54.18454+00
8eadd8ee-1dae-48bc-a51d-2ed2dee289da,battle staff,executive operations team / crisis management team,general,leadership,,2026-02-18 01:13:54.18454+00
8ec2d4e3-f172-4e29-bf01-80614508a58b,pre-expend,pre-staged supplies for immediate use,general,Equipment,,2026-02-18 14:03:12.64537+00
8f074b8c-c15d-4487-8589-3046476d8e4c,resource management officer,budget manager / financial controller,general,financial,,2026-02-18 01:13:54.18454+00
8f3d1744-8e2b-4804-8c71-921ba0f53cca,contracting officer representative,contract manager / vendor relationship manager,general,financial,,2026-02-18 01:13:54.18454+00
8f5ef26e-78c3-4bff-ac28-943ab0ca5f3f,ensured training readiness,verified all staff met training requirements,general,training,,2026-02-18 01:13:54.18454+00
8f7d51ec-0e2f-4734-ac87-a153d4af6083,combat proven,validated through operational experience,general,Performance,,2026-02-18 14:03:12.64537+00
8fd3bb60-7df3-4c9a-ad32-da68d67634cd,cross-deck,transferred equipment between units,navy,Equipment,,2026-02-18 14:03:12.64537+00
90386450-0e0e-4a18-9b4a-177c0caaa029,served as company gunnery sergeant,served as senior operations manager,usmc,leadership,,2026-02-15 17:48:35.249974+00
90aa2cf8-12b2-4b96-bfa4-2d9d3796ed52,force protection,physical security and threat mitigation,general,security,,2026-02-15 17:47:32.616746+00
90c96f31-a1ec-4b94-9bcd-404074698b7d,squared away,thoroughly organized and prepared,general,Performance,,2026-02-18 14:03:12.64537+00
90cf0a34-3dd7-42bb-b404-b73b7baf1eef,served as security manager,served as information security program manager,navy,security,,2026-02-15 17:48:35.249974+00
90d071d8-0a1f-4103-905a-916c66a62b1a,full send,committed fully to achieving the objective,general,Performance,,2026-02-18 14:03:12.64537+00
9189b3d6-77b2-4678-860b-e3c4b9dcdaff,captain's mast,formal senior leadership disciplinary hearing,navy,admin,,2026-02-15 17:48:35.249974+00
919a32ad-1f0e-4b4f-9962-ff7f88aa0495,deployment ready,certified operationally ready,general,compliance,,2026-02-15 17:47:32.616746+00
91c88d40-9009-4597-b508-7dc01ebbe371,conducted change of command inventory,conducted leadership transition property audit,army,admin,,2026-02-15 17:48:35.249974+00
922f494a-09bd-4be0-9e54-d726555d3b5d,unmatched technical expertise,unparalleled technical expertise in the field,general,performance,,2026-02-15 17:48:35.249974+00
927e1555-0adf-49a8-b631-33ad1ee83938,administrative reduction,demotion / reduction in grade,general,admin,,2026-02-18 01:13:54.18454+00
9285b4af-b1c8-4f46-9696-b2052fc6614e,passed with flying colors,achieved superior results in evaluation,general,Performance,,2026-02-18 14:03:12.64537+00
92877ec6-1e20-4f5f-9b43-40493a1a0c17,raised the bar,elevated performance standards,general,Leadership,,2026-02-18 14:03:12.64537+00
928ad47d-7a35-49e2-aa36-b71b04a2dd2d,zero defect mentality,zero-error mindset / quality-first approach,general,performance,,2026-02-18 01:13:54.18454+00
