id,branch,military_code,military_title,civilian_titles,onet_codes,industries,key_skills,description,created_at
,navy,AWS,Naval Aircrewman (Anti-Submarine),"[""Sonar Analyst"",""Acoustics Technician"",""Intelligence Analyst"",""Sensor Operator""]","[""13-1161.00""]","[""Defense"",""Technology"",""Intelligence""]","[""Sonar Systems"",""Acoustic Analysis"",""Anti-Submarine Warfare"",""Data Analysis"",""Mission Planning""]",Operates airborne anti-submarine warfare systems,
,usmc,2651,Special Communications Signals Collection Operator,"[""SIGINT Analyst"",""Electronic Warfare Specialist"",""Signals Analyst"",""Intelligence Collector""]","[""13-1161.00""]","[""Intelligence"",""Defense""]","[""SIGINT"",""Electronic Warfare"",""Signal Processing"",""Collection Operations"",""Technical Analysis""]",Conducts signals intelligence collection and analysis,
,usmc,0651,Cyber Network Operator,"[""Network Engineer"",""Cybersecurity Specialist"",""Security Analyst""]",,"[""Technology"",""Cybersecurity""]",[],,
,usmc,0313,Light Armored Reconnaissance Marine,"[""Security Specialist"",""Surveillance Specialist"",""Reconnaissance Specialist""]",,"[""Security"",""Defense""]",[],,
,usmc,6492,Aviation Precision Measurement Equipment Technician,"[""Calibration Technician"",""PMEL Technician"",""Metrology Technician""]",,"[""Aviation"",""Manufacturing"",""Quality Control""]",[],,
,ussf,9S100,Technical Applications Specialist,"[""Data Scientist"",""Technical Analyst"",""Systems Analyst"",""Research Scientist"",""Operations Research Analyst""]",,"[""Technology"",""Aerospace"",""Defense"",""Research""]",[],,
,ussf,1N4X1,Fusion Analyst,"[""Fusion Analyst"",""Intelligence Analyst"",""Data Analyst"",""Space Domain Analyst"",""Multi-INT Analyst""]",,"[""Intelligence"",""Defense"",""Aerospace"",""Technology""]",[],,
,usmc,6111,Helicopter/Tiltrotor Mechanic,"[""Helicopter Mechanic"",""Rotor Wing Technician"",""Aircraft Mechanic""]",,"[""Aviation"",""Aerospace"",""Emergency Services""]",[],,
,army,14E,Patriot Fire Control Enhanced Operator,"[""Radar Technician"",""Air Defense Operator"",""Systems Technician""]",,"[""Defense"",""Aerospace""]",[],,
,usmc,0481,Landing Support Specialist,"[""Cargo Handler"",""Logistics Coordinator"",""Freight Specialist""]",,"[""Logistics"",""Shipping"",""Transportation""]",[],,
,usmc,6252,Fixed-Wing Aircraft Power Plants Mechanic,"[""Jet Engine Mechanic"",""Powerplant Technician"",""A&P Mechanic""]",,"[""Aviation"",""Aerospace""]",[],,
,navy,BU,Builder,"[""Carpenter"",""Construction Supervisor"",""General Contractor"",""Building Inspector"",""Project Manager""]",,"[""Construction"",""Real Estate"",""Government"",""Facilities Management""]",[],,
,usaf,2A6X4,Aircraft Fuel Systems,"[""Fuel Systems Technician"",""Aircraft Mechanic"",""Fuel Cell Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,army,88K,Watercraft Operator,"[""Boat Operator"",""Vessel Captain"",""Marine Operator"",""Tugboat Captain""]",,"[""Maritime"",""Shipping"",""Transportation""]",[],,
,usmc,2871,Test Measurement and Diagnostic Equipment Technician,"[""Calibration Technician"",""TMDE Technician"",""Metrology Technician""]",,"[""Manufacturing"",""Aerospace"",""Quality Control""]",[],,
,usaf,2A6X2,Aerospace Ground Equipment,"[""Ground Support Equipment Technician"",""Heavy Equipment Mechanic"",""Diesel Mechanic""]",,"[""Aviation"",""Transportation"",""Equipment""]",[],,
,navy,EO,Equipment Operator,"[""Heavy Equipment Operator"",""Construction Equipment Operator"",""Crane Operator"",""Earth Moving Equipment Operator""]","[""47-2073.00"",""53-7021.00""]","[""Construction"",""Mining"",""Transportation""]","[""Heavy Equipment"",""Excavation"",""Grading"",""Crane Operations"",""CDL"",""OSHA""]",Operates heavy construction and earth-moving equipment,
,ussf,3P0X1,Security Forces,"[""Security Officer"",""Police Officer"",""Security Manager"",""Loss Prevention Specialist"",""Federal Protective Officer""]",,"[""Security"",""Law Enforcement"",""Government"",""Aerospace""]",[],,
,army,31K,Military Working Dog Handler,"[""K-9 Handler"",""Animal Trainer"",""Security Dog Handler"",""Police K-9 Officer""]",,"[""Law Enforcement"",""Security"",""TSA"",""Private Security""]",[],,
,army,91A,M1 Abrams Tank System Maintainer,"[""Heavy Equipment Mechanic"",""Diesel Mechanic"",""Vehicle Technician"",""Track Vehicle Mechanic""]",,"[""Mining"",""Construction"",""Transportation""]",[],,
,ussf,1W0X1,Weather,"[""Meteorologist"",""Weather Forecaster"",""Atmospheric Scientist"",""Space Weather Analyst"",""Environmental Scientist""]",,"[""Weather Services"",""Aerospace"",""Aviation"",""Government"",""Energy""]",[],,
,usaf,1A8X2,Airborne ISR Operator,"[""ISR Analyst"",""Intelligence Analyst"",""Surveillance Operator"",""Sensor Operator""]",,"[""Intelligence"",""Defense"",""Aerospace""]",[],,
,navy,QM,Quartermaster,"[""Navigator"",""Marine Navigation Officer"",""Cartographer"",""GIS Specialist"",""Hydrographer""]",,"[""Maritime"",""Surveying"",""Government"",""Shipping""]",[],,
,navy,BM,Boatswains Mate,"[""Operations Supervisor"",""Deck Operations Manager"",""Marine Operations Coordinator"",""Logistics Manager"",""Port Operations Manager""]","[""53-5021.00"",""11-1021.00""]","[""Maritime"",""Transportation"",""Logistics"",""Construction""]","[""Deck Operations"",""Crane Operations"",""Personnel Management"",""Small Boat Operations"",""UNREP/VERTREP""]",Supervises deck operations and seamanship,
,army,91J,Quartermaster and Chemical Equipment Repairer,"[""Equipment Repair Technician"",""Maintenance Mechanic"",""Field Service Technician""]",,"[""Manufacturing"",""Facilities"",""Equipment Rental""]",[],,
,usmc,0369,Infantry Unit Leader,"[""Operations Manager"",""Security Manager"",""Team Leader""]",,"[""Security"",""Management"",""Any Industry""]",[],,
,army,13M,Multiple Launch Rocket System Crewmember,"[""Heavy Equipment Operator"",""Weapons Technician"",""Systems Operator""]",,"[""Defense"",""Security""]",[],,
,army,25B,Information Technology Specialist,"[""IT Specialist"",""Network Administrator"",""Systems Administrator"",""Help Desk Technician"",""IT Support Specialist""]",,"[""Technology"",""Any Industry""]",[],,
,navy,EA,Engineering Aid,"[""Survey Technician"",""Civil Engineering Technician"",""CAD Technician"",""Construction Surveyor"",""GIS Technician""]",,"[""Engineering"",""Construction"",""Government"",""Surveying""]",[],,
,usaf,4M0X1,Aerospace Physiology,"[""Aerospace Physiologist"",""Altitude Training Specialist"",""Aviation Medical Examiner""]",,"[""Aviation"",""Healthcare"",""Aerospace""]",[],,
,uscg,YN,Yeoman,"[""Administrative Assistant"",""Executive Assistant"",""Office Manager"",""HR Assistant"",""Legal Secretary""]",,"[""Any Industry"",""Government"",""Legal""]",[],,
,usmc,6694,Aviation Logistics Information Management Systems Specialist,"[""Logistics Systems Specialist"",""IT Specialist"",""Supply Chain Analyst""]",,"[""Aviation"",""Technology"",""Logistics""]",[],,
,army,13F,Joint Fire Support Specialist,"[""Operations Coordinator"",""Targeting Analyst"",""Communications Specialist""]","[""13-1081.00""]","[""Defense"",""Government""]","[""Target Acquisition"",""Communications"",""GPS/GIS"",""Operations Planning"",""Coordination""]",Requests and adjusts indirect fires,
,usaf,2A7X3,Aircraft Structural Maintenance,"[""Aircraft Structural Mechanic"",""Sheet Metal Mechanic"",""Composite Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usaf,2A2X1,"Avionics Systems - F-16, F-117, RQ-1, CV-22","[""Avionics Technician"",""Aircraft Electronics Technician"",""Systems Technician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,army,12T,Technical Engineer,"[""Survey Technician"",""Civil Engineering Technician"",""CAD Technician"",""Drafting Technician""]",,"[""Engineering"",""Construction"",""Government""]",[],,
,usmc,2841,Ground Radio Repairer,"[""Radio Technician"",""Electronics Repair Technician""]",,"[""Telecommunications"",""Electronics""]",[],,
,usaf,6F0X1,Financial Management and Comptroller,"[""Financial Analyst"",""Accountant"",""Budget Analyst"",""Financial Manager""]",,"[""Finance"",""Accounting"",""Government""]",[],,
,usmc,2674,European Cryptologic Linguist,"[""Russian Linguist"",""Translator"",""Intelligence Analyst""]",,"[""Intelligence"",""Government"",""Translation""]",[],,
,ussf,1N2X1,Signals Intelligence Analyst,"[""SIGINT Analyst"",""Signals Analyst"",""Communications Analyst"",""Electronic Intelligence Analyst""]",,"[""Intelligence"",""Defense"",""Aerospace"",""Technology""]",[],,
,army,94A,Land Combat Electronic Missile System Repairer,"[""Electronics Technician"",""Missile Systems Technician"",""Avionics Technician""]",,"[""Defense"",""Aerospace"",""Electronics""]",[],,
,navy,AW,Naval Aircrewman,"[""Flight Engineer"",""Airborne Sensor Operator"",""Helicopter Crew Chief"",""Search and Rescue Technician""]",,"[""Aviation"",""Emergency Services"",""Law Enforcement"",""Oil & Gas""]",[],,
,navy,AB,Aviation Boatswain's Mate,"[""Aircraft Marshaller"",""Ramp Agent"",""Aviation Ground Equipment Operator"",""Flight Line Technician"",""Airport Operations Specialist""]",,"[""Aviation"",""Aerospace"",""Transportation"",""Logistics""]",[],,
,usmc,0671,Data Systems Administrator,"[""Database Administrator"",""Data Systems Specialist"",""Systems Administrator""]",,"[""Technology"",""Any Industry""]",[],,
,usmc,3537,Motor Transport Operations Chief,"[""Transportation Manager"",""Fleet Manager"",""Logistics Manager""]",,"[""Transportation"",""Logistics""]",[],,
,usaf,3E3X1,Structural,"[""Carpenter"",""Construction Supervisor"",""Structural Technician"",""General Contractor""]",,"[""Construction"",""Facilities""]",[],,
,usmc,0161,Postal Clerk,"[""Postal Clerk"",""Mail Handler"",""Shipping Clerk""]",,"[""Postal Service"",""Logistics"",""Corporate""]",[],,
,ussf,2S0X1,Material Management,"[""Supply Chain Specialist"",""Inventory Manager"",""Materials Manager"",""Logistics Coordinator"",""Procurement Specialist""]",,"[""Logistics"",""Aerospace"",""Manufacturing""]",[],,
,usmc,0211,Counterintelligence/HUMINT Specialist,"[""Intelligence Analyst"",""Counterintelligence Specialist"",""Investigator""]",,"[""Intelligence"",""Security"",""Government""]",[],,
,usaf,1T0X1,"Survival, Evasion, Resistance, Escape (SERE)","[""Survival Instructor"",""Training Specialist"",""Outdoor Educator"",""Security Trainer""]",,"[""Training"",""Security"",""Outdoor Education"",""Defense""]",[],,
,usmc,6173,Helicopter Crew Chief,"[""Helicopter Crew Chief"",""Flight Mechanic"",""Aircraft Mechanic""]",,"[""Aviation"",""Emergency Services"",""Oil & Gas""]",[],,
,usmc,6672,Aviation Supply Clerk,"[""Supply Clerk"",""Aviation Supply Specialist"",""Inventory Specialist""]",,"[""Aviation"",""Logistics""]",[],,
,navy,EM,Electricians Mate,"[""Industrial Electrician"",""Power Plant Operator"",""Electrical Systems Technician"",""High Voltage Electrician"",""Power Distribution Engineer""]","[""47-2111.00"",""51-8013.00""]","[""Utilities"",""Manufacturing"",""Energy"",""Marine""]","[""Power Generation"",""High Voltage"",""Motor Controllers"",""Switchboards"",""Transformers"",""Troubleshooting""]",Operates and maintains ships electrical power generation and distribution,
,navy,STG,Sonar Technician (Surface),"[""Sonar Technician"",""Acoustics Analyst"",""Anti-Submarine Warfare Specialist"",""Sensor Systems Technician""]","[""17-3023.00""]","[""Defense"",""Technology"",""Marine Science""]","[""Sonar Systems"",""Acoustic Analysis"",""ASW"",""Electronics Maintenance"",""Data Analysis"",""Tactical Operations""]",Operates and maintains surface sonar and ASW systems,
,army,15H,Aircraft Pneudraulics Repairer,"[""Hydraulics Technician"",""Aircraft Mechanic"",""Pneumatic Systems Technician""]",,"[""Aviation"",""Aerospace"",""Manufacturing""]",[],,
,ussf,8B000,Military Training Instructor,"[""Training Instructor"",""Corporate Trainer"",""Leadership Trainer"",""Technical Trainer"",""Instructional Specialist""]",,"[""Training"",""Education"",""Aerospace"",""Corporate""]",[],,
,usmc,0151,Administrative Clerk,"[""Administrative Clerk"",""Office Clerk"",""Records Clerk""]",,"[""Any Industry""]",[],,
,army,17E,Electronic Warfare Specialist,"[""Electronic Warfare Specialist"",""SIGINT Analyst"",""RF Engineer"",""Signals Analyst""]",,"[""Defense"",""Aerospace"",""Technology""]",[],,
,army,25M,Multimedia Illustrator,"[""Graphic Designer"",""Multimedia Artist"",""Visual Designer"",""Digital Artist""]",,"[""Media"",""Marketing"",""Entertainment"",""Technology""]",[],,
,usmc,0311,Rifleman,"[""Security Specialist"",""Law Enforcement Officer"",""Security Consultant""]",,"[""Security"",""Law Enforcement"",""Government""]",[],,
,usaf,2A7X1,Aircraft Metals Technology,"[""Aircraft Welder"",""Sheet Metal Mechanic"",""Metal Fabricator"",""Aerospace Welder""]",,"[""Aviation"",""Aerospace"",""Manufacturing""]",[],,
,ussf,5R0X1,Chaplain Assistant,"[""Religious Program Coordinator"",""Administrative Assistant"",""Community Outreach Coordinator"",""Chaplain Services Specialist""]",,"[""Religious Organizations"",""Non-Profit"",""Government""]",[],,
,navy,AT,Aviation Electronics Technician,"[""Avionics Technician"",""Electronics Engineer"",""Radar Technician"",""Communications Technician"",""Field Service Engineer""]","[""49-2091.00"",""17-3023.00""]","[""Aviation"",""Defense"",""Telecommunications""]","[""Avionics"",""Radar"",""Communications"",""Electronics Repair"",""Calibration"",""Test Equipment""]",Maintains aircraft electronic systems and avionics,
,army,15B,Aircraft Powerplant Repairer,"[""Aircraft Mechanic"",""Powerplant Mechanic"",""Jet Engine Mechanic"",""A&P Mechanic""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,navy,CS,Culinary Specialist,"[""Chef"",""Kitchen Manager"",""Food Service Director"",""Catering Manager"",""Executive Chef""]",,"[""Food Service"",""Hospitality"",""Healthcare"",""Education"",""Corporate""]",[],,
,usmc,6092,Aircraft Intermediate Level Avionics Technician,"[""Avionics Technician"",""Aircraft Electronics Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,usaf,4A0X1,Health Services Management,"[""Healthcare Administrator"",""Medical Office Manager"",""Health Information Manager"",""Practice Manager""]",,"[""Healthcare"",""Hospitals"",""Medical Offices""]",[],,
,uscg,MK,Machinery Technician,"[""Marine Mechanic"",""Diesel Technician"",""Facilities Engineer"",""HVAC Technician"",""Power Plant Operator""]","[""49-3042.00"",""49-9041.00""]","[""Marine"",""Utilities"",""Manufacturing""]","[""Diesel Engines"",""HVAC"",""Electrical"",""Damage Control"",""Welding"",""Firefighting Systems""]",Operates and maintains vessel propulsion and auxiliary systems,
,army,37F,Psychological Operations Specialist,"[""Marketing Specialist"",""Public Relations Specialist"",""Communications Specialist"",""Media Analyst""]",,"[""Marketing"",""Public Relations"",""Media"",""Government""]",[],,
,army,92R,Parachute Rigger,"[""Parachute Rigger"",""Aerial Delivery Specialist"",""Skydiving Equipment Technician""]",,"[""Aviation"",""Skydiving"",""Defense""]",[],,
,army,15E,Unmanned Aircraft Systems Repairer,"[""Drone Technician"",""UAV Mechanic"",""Avionics Technician"",""UAS Maintenance Specialist""]",,"[""Aviation"",""Aerospace"",""Technology"",""Defense""]",[],,
,army,15T,UH-60 Helicopter Repairer,"[""Aircraft Mechanic"",""Helicopter Maintenance Technician"",""A&P Mechanic"",""Aviation Maintenance Manager""]","[""49-3011.00""]","[""Aviation"",""Aerospace"",""Defense""]","[""Helicopter Maintenance"",""Rotor Systems"",""Hydraulics"",""Avionics"",""FAA A&P"",""Safety Compliance""]",Performs maintenance on UH-60 Black Hawk helicopters,
,navy,AO,Aviation Ordnanceman,"[""Ordnance Technician"",""Weapons Specialist"",""Munitions Handler"",""Quality Assurance Inspector""]","[""19-4099.00""]","[""Defense"",""Security"",""Manufacturing""]","[""Ordnance Handling"",""Weapons Systems"",""Safety Compliance"",""Inventory Management"",""Quality Control""]",Handles and maintains aircraft weapons and ammunition,
,army,35T,Military Intelligence Systems Maintainer/Integrator,"[""Systems Administrator"",""IT Specialist"",""Network Engineer"",""Systems Integrator""]",,"[""Technology"",""Defense"",""Intelligence""]",[],,
,uscg,BM,Boatswains Mate,"[""Marine Operations Supervisor"",""Port Operations Manager"",""Maritime Safety Inspector"",""Deck Operations Manager""]","[""53-5021.00""]","[""Maritime"",""Transportation"",""Government""]","[""Maritime Operations"",""Navigation"",""Search and Rescue"",""Law Enforcement"",""Deck Operations"",""Small Boat Operations""]","Supervises deck operations, boat handling, and maritime law enforcement",
,usaf,3D0X3,Cyber Surety,"[""Information Security Analyst"",""Security Administrator"",""Compliance Analyst"",""IT Auditor""]",,"[""Technology"",""Finance"",""Government"",""Consulting""]",[],,
,army,25S,Satellite Communication Systems Operator-Maintainer,"[""Satellite Technician"",""SATCOM Technician"",""Communications Technician"",""RF Engineer""]",,"[""Telecommunications"",""Aerospace"",""Defense""]",[],,
,usmc,3432,Finance Technician,"[""Payroll Technician"",""Accounting Clerk"",""Bookkeeper""]",,"[""Finance"",""Accounting"",""Any Industry""]",[],,
,army,68J,Medical Logistics Specialist,"[""Medical Supply Technician"",""Healthcare Logistics Coordinator"",""Medical Inventory Specialist""]",,"[""Healthcare"",""Medical Supply"",""Hospitals""]",[],,
,usmc,0352,Anti-Tank Missile Gunner,"[""Weapons Specialist"",""Security Specialist"",""Training Instructor""]",,"[""Defense"",""Security""]",[],,
,ussf,1N0X1,All Source Intelligence Analyst,"[""Intelligence Analyst"",""All-Source Analyst"",""Threat Analyst"",""Research Analyst"",""Defense Intelligence Analyst""]",,"[""Intelligence"",""Defense"",""Aerospace"",""Consulting""]",[],,
,usaf,1A9X1,Special Missions Aviation,"[""Flight Crew"",""Aviation Specialist"",""Special Operations Aviation""]",,"[""Aviation"",""Defense"",""Security""]",[],,
,army,25R,Visual Information Equipment Operator-Maintainer,"[""Audio Visual Technician"",""Video Equipment Operator"",""Broadcast Technician""]",,"[""Media"",""Entertainment"",""Corporate Events""]",[],,
,ussf,3E0X2,Electrical Power Production,"[""Power Plant Operator"",""Electrical Power Specialist"",""Generator Technician"",""Utilities Technician""]",,"[""Utilities"",""Energy"",""Aerospace"",""Facilities""]",[],,
,usmc,1142,Electrical Equipment Repair Specialist,"[""Electronics Technician"",""Electrical Repair Technician""]",,"[""Electronics"",""Manufacturing""]",[],,
,usmc,2631,Electronic Intelligence Intercept Operator,"[""ELINT Analyst"",""Electronic Warfare Analyst""]",,"[""Intelligence"",""Defense""]",[],,
,army,12N,Horizontal Construction Engineer,"[""Heavy Equipment Operator"",""Grader Operator"",""Road Construction Supervisor"",""Paving Supervisor""]",,"[""Construction"",""Government"",""Transportation""]",[],,
,usaf,3M0X1,Services,"[""Food Service Manager"",""Lodging Manager"",""Fitness Director"",""Recreation Manager""]",,"[""Hospitality"",""Food Service"",""Recreation""]",[],,
,usaf,3D0X4,Computer Systems Programming,"[""Software Developer"",""Programmer"",""Application Developer"",""Software Engineer""]",,"[""Technology"",""Any Industry""]",[],,
,army,31E,Internment/Resettlement Specialist,"[""Corrections Officer"",""Detention Officer"",""Case Manager"",""Social Worker""]",,"[""Corrections"",""Government"",""Social Services""]",[],,
,uscg,ENGR,Engineering,"[""Engineering Manager"",""Marine Engineer"",""Operations Manager"",""Facilities Director""]",,"[""Maritime"",""Engineering"",""Manufacturing""]",[],,
,army,14T,Patriot Launching Station Operator,"[""Missile Technician"",""Weapons Systems Operator"",""Heavy Equipment Operator""]",,"[""Defense"",""Aerospace""]",[],,
,uscg,INTEL,Intelligence,"[""Intelligence Manager"",""Security Director"",""Chief Security Officer"",""Risk Manager""]",,"[""Intelligence"",""Security"",""Government"",""Finance""]",[],,
,usaf,8P000,Courier,"[""Courier"",""Security Courier"",""Document Control Specialist""]",,"[""Security"",""Government"",""Logistics""]",[],,
,ussf,1B4X1,Cyber Warfare Operations,"[""Cybersecurity Specialist"",""Cyber Operations Specialist"",""Penetration Tester"",""Red Team Operator"",""Offensive Security Analyst""]",,"[""Cybersecurity"",""Defense"",""Aerospace"",""Technology""]",[],,
,uscg,EM,Electrician's Mate,"[""Industrial Electrician"",""Power Plant Operator"",""Marine Electrician"",""Electrical Technician"",""Maintenance Electrician""]",,"[""Utilities"",""Manufacturing"",""Maritime"",""Facilities""]",[],,
,usaf,2F0X1,Fuels,"[""Fuel Distribution Specialist"",""Petroleum Technician"",""Fuel Handler"",""Terminal Operator""]",,"[""Oil & Gas"",""Aviation"",""Transportation""]",[],,
,uscg,HS,Health Services Technician,"[""EMT"",""Paramedic"",""Medical Assistant"",""LPN/LVN"",""Healthcare Technician"",""Medical Technician""]",,"[""Healthcare"",""Emergency Services"",""Hospitals""]",[],,
,usaf,4N1X1,Surgical Service,"[""Surgical Technologist"",""Operating Room Technician"",""Scrub Tech""]",,"[""Healthcare"",""Hospitals"",""Surgery Centers""]",[],,
,army,89D,Explosive Ordnance Disposal Specialist,"[""EOD Technician"",""Bomb Technician"",""Explosive Safety Specialist"",""Security Consultant""]",,"[""Law Enforcement"",""Security"",""Defense"",""Mining""]",[],,
,ussf,SF-GSE,Ground Systems Engineer,"[""Ground Systems Engineer"",""Satellite Ground Station Technician"",""SATCOM Engineer""]",,"[""Defense Contractors"",""Telecommunications"",""Space Companies""]",[],,
,uscg,AERO,Aerographer,"[""Meteorologist"",""Weather Forecaster"",""Environmental Scientist"",""Climate Analyst""]",,"[""Weather Services"",""Aviation"",""Government"",""Energy""]",[],,
,army,68C,Practical Nursing Specialist,"[""Licensed Practical Nurse (LPN)"",""Licensed Vocational Nurse (LVN)"",""Patient Care Technician""]",,"[""Healthcare"",""Hospitals"",""Long-Term Care""]",[],,
,army,12P,Prime Power Production Specialist,"[""Power Plant Operator"",""Electrical Power Generator"",""Utilities Technician"",""Power Generation Specialist""]",,"[""Utilities"",""Energy"",""Government""]",[],,
,army,12K,Plumber,"[""Plumber"",""Pipefitter"",""Plumbing Supervisor"",""Maintenance Plumber""]",,"[""Construction"",""Facilities"",""Utilities""]",[],,
,army,94R,Avionic and Survivability Equipment Repairer,"[""Avionics Technician"",""Aircraft Electronics Technician"",""Survival Equipment Technician""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,army,31D,Criminal Investigation Special Agent,"[""Criminal Investigator"",""Detective"",""Special Agent"",""Fraud Investigator"",""Private Investigator""]",,"[""Law Enforcement"",""Government"",""Corporate Security"",""Insurance""]",[],,
,usmc,0131,Logistics/Embarkation Specialist,"[""Logistics Coordinator"",""Shipping Coordinator"",""Supply Chain Specialist""]",,"[""Logistics"",""Transportation"",""Shipping""]",[],,
,army,91D,Tactical Power Generation Specialist,"[""Generator Technician"",""Power Generation Specialist"",""Electrical Technician""]",,"[""Utilities"",""Energy"",""Facilities""]",[],,
,army,18D,Special Forces Medical Sergeant,"[""Paramedic"",""Physician Assistant"",""Emergency Medical Technician"",""Medical Trainer""]",,"[""Healthcare"",""Emergency Services"",""Training""]",[],,
,army,68R,Veterinary Food Inspection Specialist,"[""Food Inspector"",""Quality Assurance Specialist"",""Food Safety Inspector"",""Veterinary Technician""]",,"[""Food Safety"",""Agriculture"",""Government"",""Veterinary""]",[],,
,usmc,8421,Drill Instructor,"[""Training Instructor"",""Corporate Trainer"",""Leadership Trainer""]",,"[""Training"",""Education"",""Fitness""]",[],,
,usaf,3F2X1,Education and Training,"[""Training Specialist"",""Instructional Designer"",""Corporate Trainer"",""Education Coordinator""]",,"[""Training"",""Education"",""Corporate""]",[],,
,usaf,3F3X1,Manpower,"[""Workforce Analyst"",""Manpower Planner"",""HR Analyst"",""Compensation Analyst""]",,"[""Human Resources"",""Consulting"",""Government""]",[],,
,uscg,MST,Marine Science Technician,"[""Environmental Scientist"",""Marine Inspector"",""Environmental Health Specialist"",""Safety Inspector"",""Pollution Response Specialist""]",,"[""Environmental"",""Government"",""Maritime"",""Oil & Gas""]",[],,
,usmc,1812,Tank Crewman,"[""Heavy Equipment Operator"",""Security Specialist""]",,"[""Security"",""Construction"",""Mining""]",[],,
,ussf,8R000,Recruiter,"[""Recruiter"",""Talent Acquisition Specialist"",""HR Recruiter"",""Staffing Specialist"",""Technical Recruiter""]",,"[""Human Resources"",""Staffing"",""Aerospace"",""Technology""]",[],,
,usmc,2621,Special Communications Signals Collection Operator,"[""SIGINT Analyst"",""Communications Analyst"",""Intelligence Analyst""]",,"[""Intelligence"",""Defense""]",[],,
,usaf,4A1X1,Medical Materiel,"[""Medical Supply Technician"",""Healthcare Logistics Coordinator"",""Medical Inventory Manager""]",,"[""Healthcare"",""Medical Supply""]",[],,
,army,25C,Radio Operator-Maintainer,"[""Radio Technician"",""Communications Technician"",""Broadcast Technician"",""RF Technician""]",,"[""Telecommunications"",""Broadcasting"",""Technology""]",[],,
,usaf,1P0X1,Aircrew Flight Equipment,"[""Life Support Technician"",""Flight Equipment Specialist"",""Safety Equipment Technician"",""Parachute Rigger""]",,"[""Aviation"",""Aerospace"",""Defense""]",[],,
,usmc,1161,Refrigeration and Air Conditioning Technician,"[""HVAC Technician"",""Refrigeration Technician"",""HVAC Mechanic""]",,"[""HVAC"",""Facilities"",""Construction""]",[],,
,navy,IC,Interior Communications Electrician,"[""Telecommunications Technician"",""Low Voltage Technician"",""Fire Alarm Technician"",""Building Automation Technician"",""AV Technician""]","[""49-2022.00"",""27-4011.00""]","[""Telecommunications"",""Construction"",""Facilities""]","[""Telecommunications"",""Fire Alarm Systems"",""PA Systems"",""CCTV"",""Fiber Optics"",""Building Automation""]","Maintains interior communications, fire alarm, and announcing systems",
,ussf,3F0X1,Personnel,"[""HR Specialist"",""Personnel Specialist"",""HR Generalist"",""Benefits Administrator"",""Talent Acquisition Specialist""]",,"[""Human Resources"",""Any Industry""]",[],,
,usmc,6276,Fixed-Wing Aircraft Crew Chief,"[""Crew Chief"",""Line Mechanic"",""Lead Technician""]",,"[""Aviation"",""Aerospace""]",[],,
,army,94F,Computer/Detection Systems Repairer,"[""Computer Technician"",""Electronics Technician"",""Radar Technician"",""IT Technician""]",,"[""Technology"",""Electronics"",""Defense""]",[],,
,usmc,0351,Infantry Assault Marine,"[""Security Specialist"",""Demolition Specialist""]",,"[""Security"",""Construction"",""Mining""]",[],,
,uscg,IS,Intelligence Specialist,"[""Intelligence Analyst"",""Research Analyst"",""Threat Analyst"",""Security Analyst"",""Criminal Analyst""]",,"[""Intelligence"",""Law Enforcement"",""Security"",""Government""]",[],,
,army,88H,Cargo Specialist,"[""Cargo Handler"",""Freight Coordinator"",""Shipping/Receiving Clerk"",""Logistics Coordinator""]",,"[""Logistics"",""Shipping"",""Transportation"",""Warehousing""]",[],,
,army,68K,Medical Laboratory Specialist,"[""Medical Laboratory Technician"",""Clinical Laboratory Technician"",""Lab Technician"",""Phlebotomist""]",,"[""Healthcare"",""Laboratories"",""Hospitals""]",[],,
,usaf,3E0X1,Electrical Systems,"[""Electrician"",""Electrical Technician"",""Power Systems Technician"",""Facilities Electrician""]",,"[""Construction"",""Utilities"",""Facilities""]",[],,
,ussf,SF-CYBER,Space Cybersecurity,"[""Space Systems Cybersecurity Engineer"",""Satellite Security Analyst"",""Space Cyber Operations Specialist""]",,"[""Defense"",""Aerospace"",""Telecommunications""]",[],,
,navy,ABE,Aviation Boatswains Mate (Equipment),"[""Aviation Ground Support Manager"",""Airport Operations Specialist"",""Heavy Equipment Operator"",""Catapult Systems Technician""]","[""53-7011.00""]","[""Aviation"",""Defense"",""Transportation""]","[""Aircraft Launch Systems"",""Hydraulics"",""Heavy Equipment"",""Safety Procedures"",""Maintenance""]",Operates and maintains aircraft launching and recovery equipment,
,usmc,6541,Aviation Ordnance Systems Technician,"[""Weapons Systems Technician"",""Ordnance Systems Specialist""]",,"[""Defense"",""Aerospace""]",[],,
,army,12D,Diver,"[""Commercial Diver"",""Underwater Welder"",""Salvage Diver"",""Diving Supervisor""]",,"[""Oil & Gas"",""Construction"",""Salvage"",""Marine""]",[],,
,uscg,BOSN,Boatswain,"[""Marine Superintendent"",""Deck Operations Manager"",""Port Captain"",""Fleet Manager""]",,"[""Maritime"",""Shipping"",""Oil & Gas""]",[],,
