id,military_term,civilian_equivalent,context,category,example_military,example_civilian,created_at
80bfa3ad-a74c-4500-b7ee-e1ab37de081b,DLR,repairable component,navy,technical,,,2026-02-15 17:46:34.592483+00
80d8bd8e-46fb-4062-95c2-88a802711ed4,PFA,Physical Fitness Assessment,general,Acronym,,,2026-02-16 22:55:28.448755+00
8126b379-d020-467c-a886-d97e8696d88a,2LT (Second Lieutenant),Junior Manager,army,Rank,,,2026-02-16 22:55:39.300706+00
81a6a313-be63-482d-add8-3e69d82188de,superior,supervisor / manager,general,Term,,,2026-02-16 22:55:39.300706+00
81c827a1-dde4-4142-9b39-48cf40273bf7,workup,preparation / training cycle,general,Term,,,2026-02-16 22:55:28.448755+00
81e85a3f-aaaf-4553-a6a0-cdd628dff1bf,LES,Leave and Earnings Statement / pay stub,general,Acronym,,,2026-02-16 22:55:39.300706+00
81fa8c23-6ad4-4b7a-8efb-288e541a3b31,pre-deployment,pre-project / preparation phase,general,Term,,,2026-02-16 22:55:39.300706+00
8203ad48-5adb-4179-9a5d-012795a3342e,detail,temporary assignment / special project,general,Term,,,2026-02-16 22:55:39.300706+00
820e186b-fe37-427f-a627-5f8db65ce12d,fireteam,small team / work group of 4,general,Term,,,2026-02-16 22:55:28.448755+00
82142dfb-5e05-4b56-8f16-1a016ddee1f8,COMSEC,encrypted communications / secure communications,general,Equipment,,,2026-02-16 22:55:28.448755+00
825437fc-dacd-4b06-b33b-d7bd523e3812,DCAS,Defense Contract Audit Services,general,Acronym,,,2026-02-16 22:55:28.448755+00
826745a4-b69f-4164-b0e0-11e84a193411,KO,contracting officer / procurement authority,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
82a20319-f88a-49a0-976e-573b85634d9c,OCONUS,international operations,general,operations,,,2026-02-15 17:46:34.592483+00
82b4a9aa-1769-4766-b1e3-3c76213a01f3,reenlistment,contract renewal / retention,general,Term,,,2026-02-16 22:55:28.448755+00
82b4dfc3-06b3-4576-80a9-bb9e33de600c,troop,soldier / staff member,general,Term,,,2026-02-16 22:55:28.448755+00
82bb8ebb-b10a-4594-a9e6-03a9736e4330,milestone,key checkpoint / deliverable date,general,Term,,,2026-02-18 01:13:54.18454+00
82ce8118-8d25-4659-87b8-ce1bb3dd44ea,MRE,Meal Ready to Eat / field rations,general,Acronym,,,2026-02-16 22:55:39.300706+00
838f9a14-84e2-4701-81f5-9b33985a7680,medevac,medical evacuation / emergency transport,general,Term,,,2026-02-16 22:55:28.448755+00
839b0396-7275-4ba6-91b8-16209765fb1b,material condition,equipment status / asset readiness,general,Term,,,2026-02-16 22:55:39.300706+00
83ce0b11-d6e9-4a2d-9dfa-0aab60922026,war reserve,emergency stockpile / strategic reserve,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
83ce90c8-39af-4757-8cf7-67fa140ba012,readiness,preparedness / operational capability,general,Term,,,2026-02-16 22:55:39.300706+00
8401bd61-dc82-4247-b89f-9dc1f5109f4e,JFTR,Joint Federal Travel Regulation,general,Acronym,,,2026-02-16 22:55:28.448755+00
846334a1-1f16-4352-bf35-5c84f7ee2081,sea duty,deployable assignment / field position,general,Term,,,2026-02-16 22:55:28.448755+00
846b4122-4e09-438b-a277-f368961dceba,military judge,presiding judicial officer,legal,Legal,,,2026-02-18 14:03:12.64537+00
84889693-4444-4343-a2fb-bddc9a81900a,privacy act,personal data protection regulation,legal,Legal,,,2026-02-18 14:03:12.64537+00
8498f600-cead-4c55-8624-cbe13319702f,COTS,commercial off-the-shelf,general,Acronym,,,2026-02-16 22:55:39.300706+00
84cc8825-3625-455a-87d3-0bcad59bd0b6,sortie,mission / operation / project execution,general,Term,,,2026-02-16 22:55:28.448755+00
85117e82-9466-4da1-a829-b9b431318fcb,market research,vendor and industry analysis,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
851c453a-8899-4f9c-b330-b89a86993ece,mine clearance,explosive ordnance removal / minefield remediation,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
85573f85-930c-4d17-b181-dd8cf8c8bd5a,ladder,stairs / career progression path,general,Term,,,2026-02-16 22:55:39.300706+00
855964e7-67c5-4c80-864a-679f0d035aee,PME,professional military education / leadership development,general,training,,,2026-02-15 17:47:32.616746+00
856a37c9-3720-41eb-96e4-7ccc965264e6,SQ,Employee of the Quarter,navy,awards,,,2026-02-17 04:35:18.795826+00
8576160c-70bc-4415-8e66-28d0834cddab,fleet,operational units / field operations,general,Term,,,2026-02-16 22:55:28.448755+00
859aa40c-d245-4b58-8045-6e498eb18097,transfer,relocation / reassignment,general,admin,,,2026-02-15 17:47:32.616746+00
85ffd67e-b192-43e7-93d5-09211afc62f0,operational tempo,work pace / activity level,general,Term,,,2026-02-16 22:55:39.300706+00
869ecaf9-516e-434e-b62a-6ca5315df4eb,QA,Quality Assurance,general,Acronym,,,2026-02-16 22:55:28.448755+00
86cd1c74-0a6d-40fe-ada4-57d0101b1fa0,1SG (First Sergeant),Operations Manager,army,Rank,,,2026-02-16 22:55:39.300706+00
86fb08be-6ac6-43d6-b209-9ab1067252b2,brigade,division of 3000-5000 employees,general,Unit Type,,,2026-02-16 22:55:28.448755+00
87010c4a-9271-4e4c-b56e-407f535056d8,chit,request form / approval document,general,Term,,,2026-02-16 22:55:28.448755+00
87349863-a026-4ca7-ac93-86c8b8ac5016,demand history,usage trend / historical consumption data,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
873dd2c4-c5b1-46b3-afb0-14a76dcbceea,EEO,Equal Employment Opportunity,general,Acronym,,,2026-02-16 22:55:39.300706+00
875c075b-5c02-479b-bb69-6889ed0a3189,TSgt (Technical Sergeant),Senior Supervisor,usaf,Rank,,,2026-02-16 22:55:28.448755+00
88146480-1aff-441b-adf1-6469b1ca3a33,MILPERSMAN,personnel policy manual,navy,admin,,,2026-02-15 17:46:34.592483+00
88393175-1be6-4b48-b221-fd6526504647,LtCol (Lieutenant Colonel),Senior Director,usmc,Rank,,,2026-02-16 22:55:28.448755+00
885ac6fa-81eb-4382-9098-d44097d81915,issue,distribute / provide from stock,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
88b53022-854d-4c21-8442-a6f5bdbdbe57,general quarters,emergency response / all-hands situation,general,Term,,,2026-02-16 22:55:28.448755+00
88ba12ff-8f29-468d-bcc7-d17de0f4fd1f,COL (Colonel),Executive Director / VP,army,Rank,,,2026-02-16 22:55:28.448755+00
88c5a11f-21f1-4bcd-aaf8-ea22b0cd4936,source selection,vendor evaluation and selection process,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
8972629d-7839-4aa4-9d31-c0b166ec5592,technical evaluation,capability assessment,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
8979ad31-15a1-4db7-92d4-f8ff6d543afb,all hands,all employees / full staff,navy,general,,,2026-02-15 17:47:32.616746+00
89a3715d-ba86-4ba8-8705-fea0677aa4c0,battle stations,emergency response protocol,general,operations,,,2026-02-15 17:46:34.592483+00
89b585ea-13d8-4bdb-8d97-109d0c24a4d1,bulkhead,wall,navy,general,,,2026-02-15 17:47:32.616746+00
89c85deb-5eb2-4e5a-9058-584c16b9885e,DPW,director of public works / facilities management director,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
89cbf6bb-ce66-4422-a95f-b68b99d4c38f,fireteam,small team / work group of 4,general,Term,,,2026-02-16 22:55:39.300706+00
89d0ef6c-61b0-4fd1-8c81-174c8fbcb8c1,NKO,Navy Knowledge Online / e-learning platform,general,Acronym,,,2026-02-16 22:55:39.300706+00
89e83a00-42c9-474b-a060-91415ad54498,IDES,integrated disability evaluation system / medical disability review process,medical,Medical,,,2026-02-18 14:03:12.64537+00
89eccd66-38af-4868-9054-14dcf9d424fc,will preparation,estate planning document / legal testament drafting,legal,Legal,,,2026-02-18 14:03:12.64537+00
89f54321-71a0-49ef-af95-62a048b4d7ae,RIMPAC,Rim of the Pacific Exercise,general,Acronym,,,2026-02-16 22:55:28.448755+00
8a097d2c-f01e-4e8b-9f87-ceb9e9aec63d,regiment,large organizational unit,general,Term,,,2026-02-16 22:55:39.300706+00
8a75e53d-7194-49d2-a8ee-96c2218cd9c1,walking wounded,ambulatory injured / self-mobile patient,medical,Medical,,,2026-02-18 14:03:12.64537+00
8aa322a5-103a-4e27-875e-d5c50df794c2,DOD,Department of Defense,general,Acronym,,,2026-02-16 22:55:39.300706+00
8adbf150-8f14-4eac-95c5-9daa33bd8e82,DLA,Defense Logistics Agency,general,Acronym,,,2026-02-16 22:55:28.448755+00
8afeab14-34e7-468a-8893-aa91e6c21ff1,OIC,Officer in Charge / department head,general,Acronym,,,2026-02-16 22:55:28.448755+00
8b07c4dd-8398-42a5-95a7-3676438d1d9a,warrant officer,technical expert / senior specialist,general,Term,,,2026-02-16 22:55:39.300706+00
8b093726-89a8-4eb1-8e9b-fdd72b71161f,CYBERSEC,cybersecurity,general,technical,,,2026-02-15 17:46:34.592483+00
8b59e10d-a7df-4cdc-8498-3d27587024f9,PO1 (Petty Officer First Class),Supervisor,uscg,Rank,,,2026-02-16 22:55:28.448755+00
8b60348d-55ee-4c23-bda5-95272cf45d8f,general quarters,emergency response / all-hands situation,general,Term,,,2026-02-16 22:55:39.300706+00
8b653407-f039-47cf-8607-29d1f91a5725,OPNAV,Office of the Chief of Naval Operations,general,Acronym,,,2026-02-16 22:55:39.300706+00
8b7e6972-24a6-4f12-a2a7-2abb7842353f,MARADMIN,Marine Administrative Message,general,Acronym,,,2026-02-16 22:55:39.300706+00
8b837ec8-6025-4cb6-8973-3b5187a2c166,redline,critical threshold / do-not-exceed limit,general,Term,,,2026-02-18 01:13:54.18454+00
8bc43f2e-5a34-43f2-ba7a-0dcb774b379e,legal assistance,pro bono legal services / employee legal aid,legal,Legal,,,2026-02-18 14:03:12.64537+00
8be819ed-8485-4f68-8d69-d136acc00c32,BN,battalion / large organizational unit,general,Acronym,,,2026-02-16 22:55:39.300706+00
8c284d6e-8809-4f4b-925d-7fbc521f05d1,detailer,talent management / HR assignment specialist,navy,admin,,,2026-02-15 17:47:32.616746+00
8c287712-3c2f-42ad-89e0-00dccd59ec67,muster,roll call / attendance check / team meeting,general,Term,,,2026-02-16 22:55:39.300706+00
8c5f8c5d-4823-4876-8c3d-0067bdc1eac4,LOR,letter of reprimand / written disciplinary warning,personnel,Personnel,,,2026-02-18 14:03:12.64537+00
8ca7d73c-82f3-4dd6-b40d-3213bcc0561a,NCOIC,section supervisor,army,leadership,,,2026-02-15 17:46:34.592483+00
8cad20d9-a5fa-4a80-833a-31f788161c58,WIA,wounded in action,general,Acronym,,,2026-02-16 22:55:28.448755+00
8d106bef-b772-4239-bd8a-32c0566647c1,JKO,online learning platform,general,training,,,2026-02-15 17:46:34.592483+00
8d222ac3-b05d-4d6a-933c-7a9c2134a069,UAV,unmanned aerial vehicle / drone,general,Acronym,,,2026-02-16 22:55:39.300706+00
8d31ea0a-bdd1-4540-b825-8fec29ed5808,eval,performance review,general,admin,,,2026-02-15 17:46:34.592483+00
8d36e8e3-1656-40f0-9ac0-3c894c580953,billet,position / role / job,general,Term,,,2026-02-16 22:55:28.448755+00
8d526720-9696-468d-a97f-3bced85cd7d3,marshalling,aircraft ground guidance / directing vehicle movement,aviation,Aviation,,,2026-02-18 14:03:12.64537+00
8d6c6af1-3e49-49ce-b23f-02bb7a17b4f7,inspection,audit / compliance review,general,Term,,,2026-02-16 22:55:28.448755+00
8d6f3845-a621-47d5-93c3-ca0d86341bc4,TCCC,tactical combat casualty care / battlefield emergency medicine,medical,Medical,,,2026-02-18 14:03:12.64537+00
8d97af60-1104-410c-a82b-49791e9eb28a,port call,scheduled stop / client visit,general,Term,,,2026-02-16 22:55:39.300706+00
8db8c7a8-3cb2-4202-9b48-2cb7bbeee810,port,left side,navy,general,,,2026-02-15 17:47:32.616746+00
8dca2cac-bb1c-4a77-84f1-88e5bbbfb943,AB (Airman Basic),Entry-Level Staff,usaf,Rank,,,2026-02-16 22:55:28.448755+00
8dcd2df3-a906-4a17-8794-9a38145b748b,small business set-aside,reserved competition for small businesses,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
8e2347b5-1fbe-4bec-a1c7-d613da61b875,FLIR,thermal imaging / infrared camera,general,Equipment,,,2026-02-16 22:55:39.300706+00
8e86be08-0218-47f8-973e-d7af7ad378d8,DANTES,Defense Activity for Non-Traditional Education Support,general,Acronym,,,2026-02-16 22:55:28.448755+00
8ee63aa7-483f-4bf2-8f41-f19aa1f46c6c,cost analysis,pricing review / financial evaluation,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
8ef2dcef-9ef6-424b-b7cd-b19ec7ef02ee,AFB,Air Force Base / facility,general,Acronym,,,2026-02-16 22:55:28.448755+00
8ef5c8b7-d56c-4231-b96b-ac0cf46eb155,PO3 (Petty Officer Third Class),Team Member / Technician,navy,Rank,,,2026-02-16 22:55:39.300706+00
8f01b833-51b5-4fde-8e29-01104267c5bf,mission ready,prepared / operational / qualified,general,Term,,,2026-02-16 22:55:39.300706+00
8f2aa724-5646-43c6-8065-978161dda336,jury panel,deliberation panel / jury members,legal,Legal,,,2026-02-18 14:03:12.64537+00
8f306f33-641a-449d-be5b-95ce2ea2bc2d,ACDU,active duty,general,Acronym,,,2026-02-16 22:55:28.448755+00
8f73c03b-4009-406e-a5db-05d99204bb06,MAJ (Major),Director,army,Rank,,,2026-02-16 22:55:28.448755+00
8f879f11-917f-42b3-a15d-f5e74bb68e83,CDC,Career Development Course / professional development program,general,Acronym,,,2026-02-16 22:55:28.448755+00
90058364-405b-4772-a0e8-256cc486e3a4,BASH,bird/wildlife aircraft strike hazard / wildlife collision prevention,aviation,Aviation,,,2026-02-18 14:03:12.64537+00
902b3104-7ee6-40dd-a79b-c28aa4db49c2,ENS (Ensign),Junior Manager / Associate,navy,Rank,,,2026-02-16 22:55:28.448755+00
902c6f3a-9db9-4ea5-8003-2cc8db99bda5,deck,floor,navy,general,,,2026-02-15 17:47:32.616746+00
90373b26-e615-417b-8d0c-8e1e6f56e9a2,need-to-know,access restricted to relevant personnel,intelligence,Intelligence,,,2026-02-18 14:03:12.64537+00
9059aea5-79c8-49e0-871d-f6c4ab9396ce,formation,team meeting / all-hands assembly,general,Term,,,2026-02-16 22:55:39.300706+00
908137fe-e093-442d-8e72-3e7879510aec,NCOER support form,performance planning document,army,admin,,,2026-02-15 17:47:32.616746+00
908ad3a0-dbd1-437f-aab9-34be03715018,security classification guide,information protection policy document,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
90a2d198-10eb-4e35-97fd-42ce9d3b0beb,OSI,Office of Special Investigations,general,Acronym,,,2026-02-16 22:55:39.300706+00
90b20c5e-c87f-45f6-89d5-580cb9485480,fraternization,inappropriate workplace relationship,general,Term,,,2026-02-16 22:55:28.448755+00
90b59661-4f21-4d1c-a0cb-c18c4aa8f41e,underway,in progress / actively operating,general,Term,,,2026-02-16 22:55:39.300706+00
90dfaa96-d610-4101-8a69-e69166a92fbf,platoon sergeant,operations supervisor,army,leadership,,,2026-02-15 17:46:34.592483+00
90e51472-e6a6-450b-ae22-3e73b71bae67,rack,assigned sleeping quarters,navy,general,,,2026-02-15 17:47:32.616746+00
90ef422e-9f14-4027-98b4-e2cb404e9ee6,SONAR,underwater detection systems / acoustic sensors,general,Equipment,,,2026-02-16 22:55:39.300706+00
910aaac6-4b32-4775-8948-22bfdb013128,squadron,operational unit of 100-300 employees,general,Unit Type,,,2026-02-16 22:55:28.448755+00
916edbd0-e1d7-45e8-8c88-3920b5e937be,at sea,deployed / offshore operations,general,Term,,,2026-02-16 22:55:39.300706+00
918b4203-922a-4e5d-b411-29ba0a17883a,COSAL,parts inventory system,navy,technical,,,2026-02-15 17:46:34.592483+00
918d0286-e7b8-4d1f-aaa0-19a3c05e555d,MILPER,military personnel,general,Acronym,,,2026-02-16 22:55:39.300706+00
919b1789-a60c-48c3-b423-87e5d6d73c44,hump,march / endurance exercise,general,Term,,,2026-02-16 22:55:39.300706+00
91b65c9a-7524-4a8b-b622-854e5603be78,sortie,mission / operation / project execution,general,Term,,,2026-02-16 22:55:39.300706+00
91fb6777-550a-45e0-8da2-d8f9e55201b9,augmentee,temporary additional staff,general,admin,,,2026-02-15 17:47:32.616746+00
92a63e3f-fdee-4e63-a25b-2f6821dae8bb,warning order,advance notice / heads-up notification,general,Term,,,2026-02-18 01:13:54.18454+00
92b392a7-c08b-4347-971e-f3a0974b618a,NATO,North Atlantic Treaty Organization,general,Acronym,,,2026-02-16 22:55:39.300706+00
930b69b2-0eb0-4b9c-a5ad-6f56e31fc474,family separation allowance,deployment family supplement,financial,Financial,,,2026-02-18 14:03:12.64537+00
9339944a-a9f1-4801-a3f6-f5d60501dd84,Green Beret,Army Special Forces soldier,general,Special Operations,,,2026-02-18 14:03:12.64537+00
933d3829-353a-43c5-bf78-ce501e9e99ee,CQ,charge of quarters / after-hours supervisor,army,operations,,,2026-02-15 17:47:32.616746+00
933f9b5f-4ed9-4457-8e4a-5da1b2570bf7,junior enlisted,entry-level staff,general,Term,,,2026-02-16 22:55:39.300706+00
9341ac31-1082-49cf-9501-5f2c1b55b827,blue team,defensive/home team,general,operations,,,2026-02-15 17:47:32.616746+00
9355e2d5-3523-4ad2-bb59-a82aa9b6a3c1,CONUS,continental United States / domestic,general,Acronym,,,2026-02-16 22:55:28.448755+00
9380c3ec-e2cd-48eb-a016-f381359efdfc,restriction,limited privileges / probation,general,Term,,,2026-02-16 22:55:28.448755+00
943c0f17-b0b8-44b9-812b-e87ea4ef46aa,TAD,temporary assignment,navy,operations,,,2026-02-15 17:46:34.592483+00
943dfb93-f835-4295-b34d-997764e8c8ae,TOC,Tactical Operations Center / operations center,general,Acronym,,,2026-02-16 22:55:28.448755+00
9451d014-2f91-47d9-bc3b-14a1aa339146,UA,unauthorized absence / no-call no-show,general,Acronym,,,2026-02-16 22:55:39.300706+00
9488d7e1-daa7-4db3-8500-3971b5c86b63,confinement,imprisonment / incarceration,legal,Legal,,,2026-02-18 14:03:12.64537+00
94e98a46-274a-4cd1-8a22-3eb7eac06723,staff duty,after-hours duty officer,army,operations,,,2026-02-15 17:47:32.616746+00
9512b995-7490-4a34-ac78-ddde0b76d5c8,HQDA,Headquarters Department of the Army,general,Acronym,,,2026-02-16 22:55:39.300706+00
95149b0f-39b5-4bce-a620-b4024e34f320,GMT,General Military Training / annual training requirements,general,Acronym,,,2026-02-16 22:55:39.300706+00
951dc285-97de-4359-9130-2e87b7408814,incident response,cybersecurity event management / breach response,cyber,Cyber,,,2026-02-18 14:03:12.64537+00
95579933-d938-4999-b24a-7dc6e1f1fd12,XO,executive officer / COO / deputy director,general,leadership,,,2026-02-15 17:47:32.616746+00
957461c3-de79-44b8-b1ad-9f56d2e7069d,officer,manager / executive,general,Term,,,2026-02-16 22:55:28.448755+00
95c0d6fd-4e79-43ae-a056-b57eb3535d87,range qualified,certified in weapons safety,general,training,,,2026-02-15 17:46:34.592483+00
95f9a611-6ef1-4b59-8537-bcc244a22e64,touchpoint,check-in meeting / coordination point,general,Term,,,2026-02-18 01:13:54.18454+00
9618c1a8-d88f-46ff-ad39-d26514dca8f2,FST,forward surgical team / mobile surgical unit,medical,Medical,,,2026-02-18 14:03:12.64537+00
9630fb00-4105-44ad-9810-86418d7a8c9f,tactical intelligence,operational-level analysis,intelligence,Intelligence,,,2026-02-18 14:03:12.64537+00
964f6a99-fe8e-48b7-ac2d-a9599b6d0089,flight lead,team leader / mission commander,aviation,Aviation,,,2026-02-18 14:03:12.64537+00
966d36da-38f2-40f2-af35-f10d6713a3ab,AFLOAT,Shipboard / Maritime Operations,navy,operations,,,2026-02-17 04:35:18.795826+00
969b6289-34ed-41f5-8f09-a6c6b4b65702,lane,area of responsibility / designated role,general,Term,,,2026-02-18 01:13:54.18454+00
96d15775-a6d3-4bb3-8e18-07e92e1e1982,enabler,support resource / capability multiplier,general,Term,,,2026-02-18 01:13:54.18454+00
97011cf7-2074-41bf-97d4-1b4fd17f196a,strike group,combined operations task force,general,Unit Type,,,2026-02-16 22:55:28.448755+00
97116cd0-7732-4ab7-861b-e105888e16b6,CONOPS,concept of operations / operational plan,general,planning,,,2026-02-15 17:47:32.616746+00
975d3f19-995e-40d1-b6e2-4dd8dbd80883,mishap,workplace accident / safety incident,safety,Safety,,,2026-02-18 14:03:12.64537+00
97719c00-52ab-48c1-b120-25ab8cedb8b5,JCS,Joint Chiefs of Staff,general,Acronym,,,2026-02-16 22:55:39.300706+00
97a41e11-53c3-4433-8bd1-e469b0282074,LPO,Leading Petty Officer / team supervisor,general,Acronym,,,2026-02-16 22:55:39.300706+00
97bee0ce-5fc6-4539-926b-02b92c00aea6,POW,prisoner of war,general,Acronym,,,2026-02-16 22:55:28.448755+00
97d40d10-378f-4cfe-bf8c-2fd869ae9fcc,CO,Commanding Officer / director / executive,general,Acronym,,,2026-02-16 22:55:28.448755+00
97d8caf1-014c-468f-930a-bd1b8fa45a44,QC,Quality Control,general,Acronym,,,2026-02-16 22:55:39.300706+00
97e2bc02-7e49-483e-8fdb-8ecd17208bc7,FEDLOG,federal logistics data / government supply catalog,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
980fca96-ac4b-4a58-b1af-313650957ea2,wellness check,employee welfare check / mental health screening,medical,Medical,,,2026-02-18 14:03:12.64537+00
98a114e0-5a6b-4961-9fcf-a6fdca973f9b,BAH,Basic Allowance for Housing / housing stipend,general,Acronym,,,2026-02-16 22:55:39.300706+00
98a19653-4cdb-40d0-be8b-8bc6e5a3c5ec,PT formation,mandatory fitness session,army,training,,,2026-02-15 17:47:32.616746+00
98aad44b-4044-4ebd-9ec0-2d2ea9864a49,corpsman,combat medic / field medical technician,medical,Medical,,,2026-02-18 14:03:12.64537+00
98b3dc35-045b-479c-913c-02abb4f867b0,Capt (Captain),Senior Manager,usmc,Rank,,,2026-02-16 22:55:28.448755+00
98b41aef-0232-4df4-b1ea-0263c6ed76b9,ground truth,verified information / confirmed data,general,Term,,,2026-02-16 22:55:39.300706+00
98ed41a8-04e6-474d-aa0b-674c04f33107,JTR,Joint Travel Regulations,general,Acronym,,,2026-02-16 22:55:28.448755+00
992054da-815a-4e74-bb68-d4412055a08b,OPNAV,Office of the Chief of Naval Operations,general,Acronym,,,2026-02-16 22:55:28.448755+00
9925cc2f-1ce7-4c42-8aa9-4a704a436e7b,slate,assignment recommendations / position matching list,personnel,Personnel,,,2026-02-18 14:03:12.64537+00
9967b2b2-82a1-4d38-8c75-78170154ed0f,dry hole,empty target / unsuccessful operation,general,Special Operations,,,2026-02-18 14:03:12.64537+00
99eb6c70-8ab5-42bc-bcc2-8037c1a3e7d5,ASI,additional skill identifier,army,admin,,,2026-02-15 17:46:34.592483+00
99f440cb-abe5-4043-b212-5d285ce8c9b4,turn time,aircraft servicing interval / turnaround time,aviation,Aviation,,,2026-02-18 14:03:12.64537+00
9a09ec13-7f53-4d8a-84b8-33dfa1f09a22,relieved,replaced / succeeded,general,operations,,,2026-02-15 17:47:32.616746+00
9a1c8602-2fcf-4241-bba9-7b9270b912cf,radio check,communications test / signal verification,communications,Communications,,,2026-02-18 14:03:12.64537+00
9a4e71d4-94e7-4bb2-8d5e-d2ad861dfa04,courts martial,military trial / judicial proceeding,legal,Legal,,,2026-02-18 14:03:12.64537+00
9a8a06cc-8f3f-43e3-9798-625d61feeb33,psychological operations,influence operations / strategic communications,general,Special Operations,,,2026-02-18 14:03:12.64537+00
9ab51159-a876-44f0-8970-9a859b026600,sea duty,deployable assignment / field position,general,Term,,,2026-02-16 22:55:39.300706+00
9b60f512-b8eb-490d-b609-f2db77821083,fraternization,inappropriate workplace relationship,general,Term,,,2026-02-16 22:55:39.300706+00
9b89bb8c-d85c-4eb3-945c-e82ecb366edb,overseas,international / foreign location,general,Term,,,2026-02-16 22:55:39.300706+00
9ba4d3c1-7d30-49b0-8dbd-b199dce6d26e,afloat,shipboard / maritime operations,general,Term,,,2026-02-16 22:55:28.448755+00
9bad4f02-50b7-4a62-950a-0b839e02f9cb,contract modification,contract amendment / change order,logistics,Acquisition,,,2026-02-18 14:03:12.64537+00
9bd80a7e-ed38-4e63-9415-309807a5980e,command,organization / business unit / department,general,Term,,,2026-02-16 22:55:39.300706+00
9bf5334b-cfa5-4f30-a65f-dcdb69581daa,MOS,Military Occupational Specialty / job classification,general,Acronym,,,2026-02-16 22:55:39.300706+00
9c3365cd-861b-450f-97ff-4a683643e464,SJA,Staff Judge Advocate / legal counsel,general,Acronym,,,2026-02-16 22:55:39.300706+00
9c3a2a2d-73ed-4b9d-9773-315db7cc2d51,ready for issue,available for distribution / in serviceable condition,logistics,Logistics,,,2026-02-18 14:03:12.64537+00
9c5123dd-b6d4-4ba2-ab9f-328024e37505,professional development,training / career growth,general,Term,,,2026-02-16 22:55:28.448755+00
9c5788af-bf64-438e-ad0b-5eb5cc7849a2,qualification,certification / credential,general,Term,,,2026-02-16 22:55:28.448755+00
9c6a7cfd-5b13-4025-af7b-2e8bb96d6ff0,counseling statement,documented performance feedback,army,admin,,,2026-02-15 17:47:32.616746+00
9cc3da3d-a20b-4901-8f84-f2a6c22f61b1,CO,Commanding Officer / director / executive,general,Acronym,,,2026-02-16 22:55:39.300706+00
9cc90a50-ed89-42ff-b846-7fa9e11352ec,reveille,wake up call / start of day,general,Term,,,2026-02-16 22:55:28.448755+00
9cd48100-eceb-4e38-ad35-0350fc245172,LT (Lieutenant),Senior Manager / Department Head,navy,Rank,,,2026-02-16 22:55:39.300706+00
9cf0d426-c715-4b79-9982-9b85c120c20f,duty station,work location / assigned office,general,Term,,,2026-02-16 22:55:28.448755+00
9d0130cb-089b-487c-b010-7c9f132e2bb7,CMC,command master chief / senior enlisted advisor,navy,leadership,,,2026-02-15 17:47:32.616746+00
9d35f52e-29b8-45a0-a8d0-8241f958caf8,trial counsel,prosecutor / government attorney,legal,Legal,,,2026-02-18 14:03:12.64537+00
9d4f00fc-97c6-41ec-87da-9c35ff8f7675,space management,facility allocation / workspace planning,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
9d866331-3b9a-47b3-8a7a-a842f904e708,CDR (Commander),Senior Director / Division Head,navy,Rank,,,2026-02-16 22:55:28.448755+00
9d8a9f61-55c7-455f-b768-783d099ce03d,SEJPME,senior enlisted joint professional education,general,training,,,2026-02-15 17:47:32.616746+00
9d928d25-cf18-4326-a425-24ebcac293fe,IPR,in-progress review,general,planning,,,2026-02-15 17:47:32.616746+00
9defe0f6-534b-4d72-97d0-bee0b515333d,ESWS,organizational qualification program,navy,training,,,2026-02-15 17:46:34.592483+00
9e2ea719-9b4f-4bdf-90c3-db5800bab91b,platoon,team of 30-50 employees,general,Unit Type,,,2026-02-16 22:55:39.300706+00
9e399280-fd46-4e39-a012-fb615addb456,post,position / station / assignment,general,Term,,,2026-02-16 22:55:39.300706+00
9e52a846-20f1-4dfc-8d98-576948227d75,JPAS,Joint Personnel Adjudication System,general,Acronym,,,2026-02-16 22:55:39.300706+00
9e70ae97-d18c-4cbe-bdc9-f323c285e798,environmental compliance,EPA/regulatory adherence,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
9e897aa2-be79-40c1-8fa6-5936ef2223ba,FSA,Family Separation Allowance,general,Acronym,,,2026-02-16 22:55:39.300706+00
9ea83e7c-2aeb-45c2-8390-752cccc02564,PCS,Permanent Change of Station / relocation,general,Acronym,,,2026-02-16 22:55:39.300706+00
9ea9df04-e707-4540-8d71-291de082ab40,real property,government-owned buildings and land / physical assets,engineering,Engineering,,,2026-02-18 14:03:12.64537+00
9f08c43f-a7ac-4a2d-90f5-170a24c5d92d,LTJG (Lieutenant Junior Grade),Manager / Project Lead,navy,Rank,,,2026-02-16 22:55:39.300706+00
